LISTING_ID,ZIP_CODE,NEIGHBORHOOD,PROPERTY_TYPE,BEDROOMS,BATHROOMS,SQFT,LIST_PRICE,SALE_PRICE,PRICE_PER_SQFT,DAYS_ON_MARKET,LIST_DATE,STATUS,AGENT_ID
DEN-00249,80209,Washington Park,Condo,3,1,878,677000,668926,771.07,9,2024-07-17,Sold,AGT-027
DEN-00250,80205,Five Points,Single Family,3,2,730,545000,535640,746.58,15,2024-09-21,Sold,AGT-012
DEN-00251,80203,Capitol Hill,Single Family,2,3,752,466000,,619.68,20,2024-11-30,Active,AGT-043
DEN-00252,80202,Downtown,Single Family,3,2,1040,741000,743470,712.5,6,2024-03-25,Sold,AGT-005
DEN-00253,80204,West Colfax,Single Family,4,3,975,456000,460550,467.69,20,2024-04-14,Sold,AGT-035
DEN-00254,80210,University,Multi-Family,3,2,962,490000,496831,509.36,12,2024-04-07,Sold,AGT-046
DEN-00255,80218,Congress Park,Condo,4,3,993,647000,675645,651.56,19,2024-07-22,Sold,AGT-029
DEN-00256,80209,Washington Park,Townhouse,3,2,1045,849000,841771,812.44,1,2024-04-30,Sold,AGT-029
DEN-00257,80207,Park Hill,Townhouse,4,2,484,575000,596633,1188.02,1,2024-06-11,Sold,AGT-015
DEN-00258,80218,Congress Park,Condo,4,3,830,578000,571857,696.39,18,2024-10-26,Sold,AGT-018
DEN-00259,80209,Washington Park,Single Family,4,2,1059,614000,,579.79,13,2024-01-12,Active,AGT-029
DEN-00260,80202,Downtown,Single Family,4,1,892,768000,770032,860.99,14,2024-11-14,Sold,AGT-045
DEN-00261,80207,Park Hill,Single Family,4,2,1052,630000,618161,598.86,5,2024-12-12,Sold,AGT-001
DEN-00262,80218,Congress Park,Single Family,5,2,629,584000,582704,928.46,13,2024-02-07,Sold,AGT-034
DEN-00263,80218,Congress Park,Single Family,3,2,866,613000,628025,707.85,19,2024-10-22,Sold,AGT-028
DEN-00264,80204,West Colfax,Condo,4,1,760,521000,511806,685.53,34,2024-07-09,Sold,AGT-039
DEN-00265,80218,Congress Park,Single Family,4,3,857,622000,631227,725.79,23,2024-05-14,Sold,AGT-031
DEN-00266,80206,Cherry Creek,Single Family,3,3,1088,912000,955806,838.24,15,2024-02-28,Sold,AGT-021
DEN-00267,80207,Park Hill,Condo,3,2,1006,525000,543244,521.87,12,2024-11-08,Sold,AGT-037
DEN-00268,80220,Montclair,Condo,3,2,780,546000,550511,700.0,29,2024-12-01,Sold,AGT-015
DEN-00269,80206,Cherry Creek,Multi-Family,3,1,903,978000,1008569,1083.06,14,2024-07-08,Sold,AGT-033
DEN-00270,80209,Washington Park,Condo,2,1,913,869000,,951.81,16,2024-07-23,Active,AGT-025
DEN-00271,80202,Downtown,Single Family,3,4,990,723000,716342,730.3,14,2024-12-14,Sold,AGT-025
DEN-00272,80206,Cherry Creek,Townhouse,5,2,1095,897000,880240,819.18,10,2024-01-31,Sold,AGT-002
DEN-00273,80203,Capitol Hill,Townhouse,3,3,511,524000,532594,1025.44,19,2024-07-21,Sold,AGT-042
DEN-00274,80207,Park Hill,Single Family,5,2,1098,545000,540977,496.36,16,2024-10-15,Sold,AGT-010
DEN-00275,80220,Montclair,Single Family,2,3,910,444000,449581,487.91,11,2024-08-04,Sold,AGT-021
DEN-00276,80207,Park Hill,Condo,2,3,1076,518000,531530,481.41,21,2024-01-14,Sold,AGT-015
DEN-00277,80206,Cherry Creek,Multi-Family,4,2,1118,915000,908022,818.43,5,2024-02-03,Sold,AGT-037
DEN-00278,80209,Washington Park,Single Family,2,1,844,830000,857011,983.41,5,2024-04-23,Sold,AGT-028
DEN-00279,80206,Cherry Creek,Townhouse,4,3,994,927000,,932.6,5,2024-03-02,Active,AGT-012
DEN-00280,80203,Capitol Hill,Single Family,3,3,750,533000,547799,710.67,19,2024-03-05,Sold,AGT-046
DEN-00281,80209,Washington Park,Townhouse,5,1,574,708000,698433,1233.45,13,2024-11-15,Sold,AGT-045
DEN-00282,80210,University,Multi-Family,2,3,997,798000,837175,800.4,22,2024-08-03,Sold,AGT-015
DEN-00283,80206,Cherry Creek,Single Family,3,1,1081,819000,811393,757.63,14,2024-10-31,Sold,AGT-040
DEN-00284,80206,Cherry Creek,Condo,3,3,1012,1154000,1171264,1140.32,1,2024-03-31,Sold,AGT-047
DEN-00285,80204,West Colfax,Single Family,2,2,628,428000,445397,681.53,22,2024-12-02,Sold,AGT-028
DEN-00286,80218,Congress Park,Condo,3,3,1007,453000,,449.85,10,2024-03-28,Active,AGT-024
DEN-00287,80218,Congress Park,Single Family,4,2,776,456000,453891,587.63,12,2024-11-16,Sold,AGT-014
DEN-00288,80209,Washington Park,Multi-Family,3,3,1013,801000,818968,790.72,12,2024-04-28,Sold,AGT-050
DEN-00289,80205,Five Points,Condo,4,2,979,566000,571061,578.14,14,2024-12-09,Sold,AGT-024
DEN-00290,80206,Cherry Creek,Single Family,3,3,1015,895000,,881.77,15,2024-12-26,Active,AGT-001
DEN-00291,80218,Congress Park,Townhouse,4,4,1014,529000,,521.7,11,2024-01-23,Active,AGT-040
DEN-00292,80220,Montclair,Townhouse,3,1,975,426000,,436.92,24,2024-05-09,Active,AGT-022
DEN-00293,80206,Cherry Creek,Single Family,3,2,907,978000,984770,1078.28,12,2024-04-30,Sold,AGT-050
DEN-00294,80203,Capitol Hill,Single Family,2,2,690,413000,410097,598.55,17,2024-11-28,Sold,AGT-023
DEN-00295,80207,Park Hill,Condo,3,3,902,588000,613725,651.88,17,2024-10-06,Sold,AGT-044
DEN-00296,80207,Park Hill,Townhouse,5,4,668,632000,620881,946.11,17,2024-11-02,Sold,AGT-044
DEN-00297,80202,Downtown,Single Family,4,2,1148,624000,650525,543.55,11,2024-02-04,Sold,AGT-004
DEN-00298,80203,Capitol Hill,Condo,2,2,935,430000,447520,459.89,14,2024-04-22,Sold,AGT-042
DEN-00299,80218,Congress Park,Single Family,3,3,860,608000,593254,706.98,11,2024-10-08,Sold,AGT-002
DEN-00300,80209,Washington Park,Single Family,4,4,947,732000,742028,772.97,13,2024-02-20,Sold,AGT-008
DEN-00301,80210,University,Single Family,3,2,821,653000,656806,795.37,13,2024-08-25,Sold,AGT-040
DEN-00302,80220,Montclair,Single Family,3,3,580,501000,497781,863.79,9,2024-04-22,Sold,AGT-002
DEN-00303,80210,University,Condo,4,2,857,1495688.2852855497,1483877,1745.26,9,2024-08-07,Sold,AGT-035
DEN-00304,80206,Cherry Creek,Condo,3,2,1061,745000,773735,702.17,18,2024-06-04,Sold,AGT-033
DEN-00305,80204,West Colfax,Multi-Family,3,2,692,453000,444813,654.62,16,2024-03-10,Sold,AGT-028
DEN-00306,80204,West Colfax,Townhouse,4,1,720,376000,,522.22,20,2024-12-17,Active,AGT-050
DEN-00307,80205,Five Points,Townhouse,3,2,659,353000,,535.66,13,2024-09-25,Active,AGT-030
DEN-00308,80220,Montclair,Townhouse,3,2,887,517000,,582.86,16,2024-05-10,Active,AGT-027
DEN-00309,80209,Washington Park,Single Family,3,3,1055,724000,,686.26,10,2024-11-25,Active,AGT-041
DEN-00310,80204,West Colfax,Condo,3,3,478,434000,431266,907.95,6,2024-09-26,Sold,AGT-042
DEN-00311,80205,Five Points,Condo,5,2,886,397000,416512,448.08,10,2024-12-05,Sold,AGT-002
DEN-00312,80209,Washington Park,Condo,5,1,737,661000,,896.88,1,2024-09-11,Active,AGT-004
DEN-00313,80210,University,Single Family,2,2,757,555000,543804,733.16,27,2024-07-27,Sold,AGT-033
DEN-00314,80218,Congress Park,Condo,4,4,942,563000,583856,597.66,7,2024-03-17,Sold,AGT-035
DEN-00315,80207,Park Hill,Condo,4,4,626,544000,535238,869.01,24,2024-04-07,Sold,AGT-020
DEN-00316,80207,Park Hill,Single Family,3,2,717,591000,,824.27,19,2024-04-21,Active,AGT-004
DEN-00317,80202,Downtown,Condo,5,4,1026,817000,,796.3,7,2024-02-25,Active,AGT-023
DEN-00318,80218,Congress Park,Condo,4,4,757,512000,515853,676.35,11,2024-01-02,Sold,AGT-002
DEN-00319,80207,Park Hill,Condo,4,1,990,541000,542900,546.46,12,2024-09-14,Sold,AGT-044
DEN-00320,80204,West Colfax,Townhouse,4,4,533,394000,,739.21,18,2024-06-27,Active,AGT-034
DEN-00321,80203,Capitol Hill,Condo,4,2,874,444000,448241,508.01,13,2024-11-06,Sold,AGT-009
DEN-00322,80220,Montclair,Townhouse,3,4,724,506000,,698.9,14,2024-05-21,Active,AGT-050
DEN-00323,80202,Downtown,Multi-Family,4,3,881,735000,740748,834.28,25,2024-09-26,Sold,AGT-043
DEN-00324,80207,Park Hill,Condo,2,3,807,604000,,748.45,27,2024-10-11,Active,AGT-036
DEN-00325,80202,Downtown,Condo,2,1,1188,676000,669499,569.02,12,2024-02-10,Sold,AGT-016
DEN-00326,80204,West Colfax,Townhouse,5,3,668,926110.3308958625,968666,1386.39,19,2024-01-22,Sold,AGT-014
DEN-00327,80204,West Colfax,Single Family,4,2,649,420000,438941,647.15,22,2024-05-21,Sold,AGT-048
DEN-00328,80210,University,Single Family,3,2,613,600000,584724,978.79,8,2024-08-31,Sold,AGT-014
DEN-00329,80204,West Colfax,Single Family,3,3,680,406000,,597.06,32,2024-04-05,Active,AGT-031
DEN-00330,80205,Five Points,Single Family,4,2,599,511000,,853.09,24,2024-07-13,Active,AGT-034
DEN-00331,80218,Congress Park,Condo,4,1,844,580000,603013,687.2,8,2024-10-06,Sold,AGT-007
DEN-00332,80202,Downtown,Condo,2,2,1079,644000,639249,596.85,8,2024-11-18,Sold,AGT-041
DEN-00333,80209,Washington Park,Single Family,3,2,770,844000,822697,1096.1,7,2024-03-31,Sold,AGT-010
DEN-00334,80203,Capitol Hill,Townhouse,5,3,701,508000,514083,724.68,8,2024-09-25,Sold,AGT-030
DEN-00335,80206,Cherry Creek,Single Family,4,2,1128,922000,942142,817.38,17,2024-09-22,Sold,AGT-043
DEN-00336,80205,Five Points,Multi-Family,5,2,836,517000,,618.42,29,2024-08-08,Active,AGT-044
DEN-00337,80206,Cherry Creek,Single Family,4,1,751,804000,827673,1070.57,9,2024-12-03,Sold,AGT-040
DEN-00338,80206,Cherry Creek,Single Family,4,2,1058,713000,711382,673.91,12,2024-06-05,Sold,AGT-003
DEN-00339,80210,University,Condo,2,2,722,1356014.0889355594,1322724,1878.14,10,2024-03-22,Sold,AGT-037
DEN-00340,80205,Five Points,Single Family,4,1,787,464000,472372,589.58,26,2024-04-15,Sold,AGT-047
DEN-00341,80207,Park Hill,Condo,3,2,1053,458000,456274,434.95,21,2024-06-01,Sold,AGT-025
DEN-00342,80210,University,Single Family,5,4,839,605000,,721.1,11,2024-08-31,Active,AGT-038
DEN-00343,80218,Congress Park,Single Family,5,1,782,530000,530970,677.75,8,2024-01-24,Sold,AGT-016
DEN-00344,80210,University,Townhouse,3,3,872,564000,,646.79,15,2024-06-04,Active,AGT-017
DEN-00345,80220,Montclair,Condo,2,2,492,524000,518264,1065.04,22,2024-01-10,Sold,AGT-016
DEN-00346,80204,West Colfax,Single Family,2,4,656,293000,303356,446.65,25,2024-01-30,Sold,AGT-026
DEN-00347,80210,University,Townhouse,5,2,945,610000,638464,645.5,18,2024-12-19,Sold,AGT-021
DEN-00348,80205,Five Points,Condo,4,1,902,469000,,519.96,21,2024-08-20,Active,AGT-024
DEN-00349,80209,Washington Park,Single Family,3,1,1062,622000,615798,585.69,10,2024-11-25,Sold,AGT-033
DEN-00350,80209,Washington Park,Condo,3,2,819,676000,663557,825.4,16,2024-04-01,Sold,AGT-017
DEN-00351,80206,Cherry Creek,Single Family,3,4,838,983000,978470,1173.03,7,2024-04-04,Sold,AGT-033
DEN-00352,80203,Capitol Hill,Multi-Family,2,2,516,546000,534595,1058.14,27,2024-12-14,Sold,AGT-013
DEN-00353,80203,Capitol Hill,Single Family,4,2,1131,543000,532317,480.11,17,2024-08-14,Sold,AGT-009
DEN-00354,80203,Capitol Hill,Single Family,3,2,461,527000,,1143.17,13,2024-02-21,Active,AGT-012
DEN-00355,80210,University,Single Family,4,3,770,597000,582682,775.32,17,2024-04-09,Sold,AGT-020
DEN-00356,80202,Downtown,Single Family,4,2,1082,710000,,656.19,10,2024-04-13,Active,AGT-045
DEN-00357,80210,University,Single Family,2,2,699,612000,629374,875.54,13,2024-10-31,Sold,AGT-016
DEN-00358,80205,Five Points,Single Family,3,3,1130,429000,448030,379.65,14,2024-07-20,Sold,AGT-031
DEN-00359,80207,Park Hill,Townhouse,4,2,1061,552000,546748,520.26,8,2024-10-29,Sold,AGT-004
DEN-00360,80203,Capitol Hill,Single Family,3,3,521,349000,351100,669.87,30,2024-03-28,Sold,AGT-029
DEN-00361,80204,West Colfax,Single Family,3,4,1055,305000,314535,289.1,34,2024-07-31,Sold,AGT-038
DEN-00362,80218,Congress Park,Multi-Family,5,2,1045,574000,,549.28,18,2024-07-18,Active,AGT-035
DEN-00363,80218,Congress Park,Condo,3,3,1026,629000,637066,613.06,6,2024-10-10,Sold,AGT-041
DEN-00364,80205,Five Points,Condo,4,3,637,651000,656148,1021.98,24,2024-03-20,Sold,AGT-018
DEN-00365,80205,Five Points,Single Family,2,2,946,370000,380952,391.12,17,2024-03-23,Sold,AGT-007
DEN-00366,80206,Cherry Creek,Condo,4,2,992,842000,,848.79,15,2024-05-24,Active,AGT-011
DEN-00367,80203,Capitol Hill,Condo,4,2,638,492000,481689,771.16,9,2024-07-26,Sold,AGT-003
DEN-00368,80203,Capitol Hill,Single Family,5,2,874,565000,,646.45,26,2024-12-30,Active,AGT-028
DEN-00369,80218,Congress Park,Single Family,5,3,733,483000,481251,658.94,9,2024-01-17,Sold,AGT-014
DEN-00370,80205,Five Points,Single Family,4,2,743,490000,482500,659.49,16,2024-09-19,Sold,AGT-008
DEN-00371,80220,Montclair,Single Family,5,3,794,463000,450636,583.12,20,2024-05-04,Sold,AGT-040
DEN-00372,80202,Downtown,Condo,3,2,781,755000,,966.71,15,2024-12-02,Active,AGT-044
DEN-00373,80204,West Colfax,Condo,4,2,495,398000,,804.04,10,2024-05-21,Active,AGT-005
DEN-00374,80210,University,Townhouse,5,2,675,662000,669491,980.74,18,2024-05-23,Sold,AGT-005
DEN-00375,80218,Congress Park,Single Family,4,1,726,523000,530817,720.39,17,2024-08-30,Sold,AGT-042
DEN-00376,80204,West Colfax,Townhouse,3,2,812,457000,,562.81,19,2024-06-09,Active,AGT-044
DEN-00377,80209,Washington Park,Townhouse,4,1,1207,632000,615200,523.61,1,2024-02-01,Sold,AGT-050
DEN-00378,80204,West Colfax,Single Family,4,2,793,407000,397682,513.24,24,2024-11-26,Sold,AGT-045
DEN-00379,80202,Downtown,Condo,2,4,770,680000,684650,883.12,16,2024-10-24,Sold,AGT-049
DEN-00380,80202,Downtown,Single Family,3,4,737,663000,693730,899.59,2,2024-10-14,Sold,AGT-012
DEN-00381,80205,Five Points,Single Family,3,3,1024,445000,435075,434.57,7,2024-05-03,Sold,AGT-047
DEN-00382,80205,Five Points,Townhouse,3,2,736,498000,509446,676.63,13,2024-11-21,Sold,AGT-043
DEN-00383,80203,Capitol Hill,Single Family,4,2,969,471000,,486.07,1,2024-12-21,Active,AGT-026
DEN-00384,80204,West Colfax,Multi-Family,2,2,726,453000,,623.97,13,2024-01-24,Active,AGT-033
DEN-00385,80209,Washington Park,Single Family,4,2,980,886000,885272,904.08,1,2024-09-13,Sold,AGT-033
DEN-00386,80220,Montclair,Single Family,3,1,858,391000,,455.71,9,2024-12-15,Active,AGT-019
DEN-00387,80203,Capitol Hill,Multi-Family,3,2,746,472000,468660,632.71,13,2024-12-06,Sold,AGT-033
DEN-00388,80209,Washington Park,Single Family,3,2,948,864000,896806,911.39,9,2024-12-05,Sold,AGT-019
DEN-00389,80209,Washington Park,Condo,3,2,740,855000,,1155.41,18,2024-05-30,Active,AGT-048
DEN-00390,80204,West Colfax,Single Family,4,3,721,530000,522516,735.09,17,2024-11-30,Sold,AGT-012
DEN-00391,80205,Five Points,Single Family,4,2,795,540000,533673,679.25,23,2024-08-31,Sold,AGT-023
DEN-00392,80202,Downtown,Single Family,2,4,855,780000,805307,912.28,12,2024-10-03,Sold,AGT-006
DEN-00393,80205,Five Points,Single Family,4,3,841,609000,624513,724.14,11,2024-07-10,Sold,AGT-004
DEN-00394,80202,Downtown,Single Family,5,2,1060,562000,581270,530.19,12,2024-03-08,Sold,AGT-049
DEN-00395,80202,Downtown,Single Family,3,2,909,657000,,722.77,14,2024-02-15,Active,AGT-029
DEN-00396,80218,Congress Park,Single Family,4,2,804,716000,701521,890.55,13,2024-05-19,Sold,AGT-044
DEN-00397,80220,Montclair,Single Family,3,2,897,403000,402987,449.28,24,2024-02-16,Sold,AGT-030
DEN-00398,80207,Park Hill,Single Family,5,3,1035,1098215.9398011477,,1061.08,19,2024-06-11,Active,AGT-018
DEN-00399,80209,Washington Park,Multi-Family,3,2,618,696000,701638,1126.21,9,2024-07-11,Sold,AGT-044
DEN-00400,80206,Cherry Creek,Single Family,3,2,1055,904000,,856.87,1,2024-09-30,Active,AGT-050
DEN-00401,80203,Capitol Hill,Single Family,3,4,867,444000,,512.11,24,2024-09-19,Active,AGT-009
DEN-00402,80204,West Colfax,Single Family,4,3,625,404000,419057,646.4,25,2024-04-23,Sold,AGT-043
DEN-00403,80202,Downtown,Condo,5,1,948,653000,655132,688.82,23,2024-11-05,Sold,AGT-001
DEN-00404,80207,Park Hill,Single Family,5,3,632,378000,,598.1,22,2024-09-08,Active,AGT-004
DEN-00405,80206,Cherry Creek,Single Family,4,3,993,960000,,966.77,22,2024-11-11,Active,AGT-047
DEN-00406,80210,University,Condo,3,2,812,606000,626176,746.31,7,2024-03-04,Sold,AGT-027
DEN-00407,80210,University,Single Family,3,2,594,500000,500857,841.75,17,2024-10-19,Sold,AGT-040
DEN-00408,80206,Cherry Creek,Condo,5,2,963,805000,781698,835.93,3,2024-05-30,Sold,AGT-035
DEN-00409,80202,Downtown,Single Family,4,2,853,858000,865770,1005.86,9,2024-05-25,Sold,AGT-037
DEN-00410,80205,Five Points,Townhouse,2,2,779,633000,,812.58,14,2024-10-10,Active,AGT-027
DEN-00411,80207,Park Hill,Multi-Family,4,4,826,1286254.8588809157,1338065,1557.21,12,2024-11-28,Sold,AGT-047
DEN-00412,80220,Montclair,Multi-Family,2,3,633,366000,357238,578.2,16,2024-10-25,Sold,AGT-015
DEN-00413,80220,Montclair,Condo,4,3,808,486000,483349,601.49,21,2024-11-27,Sold,AGT-019
DEN-00414,80204,West Colfax,Single Family,2,2,848,355000,,418.63,30,2024-12-15,Active,AGT-005
DEN-00415,80204,West Colfax,Single Family,4,2,680,407000,401635,598.53,23,2024-08-30,Sold,AGT-014
DEN-00416,80204,West Colfax,Single Family,3,2,829,422000,409340,509.05,13,2024-05-07,Sold,AGT-045
DEN-00417,80205,Five Points,Condo,5,1,651,482000,475033,740.4,11,2024-02-09,Sold,AGT-032
DEN-00418,80205,Five Points,Single Family,3,1,659,609000,,924.13,2,2024-10-16,Active,AGT-012
DEN-00419,80203,Capitol Hill,Condo,3,2,797,459000,,575.91,17,2024-11-16,Active,AGT-046
DEN-00420,80204,West Colfax,Single Family,4,4,754,462000,449338,612.73,19,2024-10-19,Sold,AGT-023
DEN-00421,80218,Congress Park,Townhouse,3,2,752,628000,648060,835.11,19,2024-12-05,Sold,AGT-006
DEN-00422,80205,Five Points,Single Family,3,1,708,574000,,810.73,12,2024-01-09,Active,AGT-043
DEN-00423,80206,Cherry Creek,Condo,3,2,861,899000,913482,1044.13,7,2024-05-12,Sold,AGT-039
DEN-00424,80209,Washington Park,Condo,4,1,1091,607000,,556.37,1,2024-11-23,Active,AGT-018
DEN-00425,80210,University,Single Family,4,1,624,668000,669395,1070.51,9,2024-05-05,Sold,AGT-019
DEN-00426,80207,Park Hill,Townhouse,3,2,832,611000,606461,734.38,16,2024-05-27,Sold,AGT-039
DEN-00427,80203,Capitol Hill,Single Family,2,1,682,996521.1692348366,,1461.17,14,2024-07-02,Active,AGT-043
DEN-00428,80218,Congress Park,Single Family,5,4,891,583000,586309,654.32,18,2024-12-07,Sold,AGT-046
DEN-00429,80207,Park Hill,Single Family,3,3,652,534000,,819.02,20,2024-06-16,Active,AGT-030
DEN-00430,80203,Capitol Hill,Condo,3,2,526,455000,469613,865.02,20,2024-12-15,Sold,AGT-018
DEN-00431,80220,Montclair,Multi-Family,4,2,869,458000,477388,527.04,27,2024-02-16,Sold,AGT-013
DEN-00432,80202,Downtown,Single Family,3,2,1163,798000,815293,686.16,22,2024-09-27,Sold,AGT-050
DEN-00433,80210,University,Condo,3,2,998,659000,680331,660.32,12,2024-03-20,Sold,AGT-043
DEN-00434,80207,Park Hill,Townhouse,3,3,679,672000,659066,989.69,14,2024-01-09,Sold,AGT-016
DEN-00435,80202,Downtown,Single Family,4,2,954,646000,,677.15,12,2024-01-04,Active,AGT-035
DEN-00436,80209,Washington Park,Single Family,2,4,934,540000,,578.16,13,2024-11-03,Active,AGT-034
DEN-00437,80207,Park Hill,Condo,5,2,874,560000,545473,640.73,8,2024-08-31,Sold,AGT-047
DEN-00438,80218,Congress Park,Single Family,3,2,1094,593000,,542.05,17,2024-08-20,Active,AGT-002
DEN-00439,80218,Congress Park,Single Family,3,4,766,587000,,766.32,18,2024-04-29,Active,AGT-012
DEN-00440,80205,Five Points,Condo,3,1,738,395000,403108,535.23,23,2024-07-19,Sold,AGT-049
DEN-00441,80209,Washington Park,Single Family,3,2,918,691000,709168,752.72,5,2024-05-10,Sold,AGT-006
DEN-00442,80206,Cherry Creek,Single Family,3,2,1199,872000,897042,727.27,18,2024-06-13,Sold,AGT-034
DEN-00443,80218,Congress Park,Single Family,3,3,1241,451000,,363.42,10,2024-03-19,Active,AGT-012
DEN-00444,80218,Congress Park,Condo,3,3,896,611000,,681.92,16,2024-04-05,Active,AGT-013
DEN-00445,80202,Downtown,Townhouse,3,2,1095,799000,,729.68,5,2024-04-27,Active,AGT-038
DEN-00446,80218,Congress Park,Single Family,4,4,1041,421000,,404.42,4,2024-06-23,Active,AGT-015
DEN-00447,80210,University,Condo,3,3,716,651000,,909.22,16,2024-02-28,Active,AGT-040
DEN-00448,80206,Cherry Creek,Single Family,3,4,1138,917000,905683,805.8,13,2024-07-26,Sold,AGT-046
DEN-00449,80202,Downtown,Single Family,3,2,812,759000,,934.73,14,2024-09-05,Active,AGT-046
DEN-00450,80203,Capitol Hill,Condo,3,2,828,468000,484550,565.22,14,2024-03-23,Sold,AGT-003
DEN-00451,80202,Downtown,Single Family,3,1,1242,700000,685045,563.61,15,2024-06-04,Sold,AGT-024
DEN-00452,80204,West Colfax,Single Family,3,3,657,495000,,753.42,19,2024-02-26,Active,AGT-027
DEN-00453,80207,Park Hill,Single Family,3,3,712,1126874.7062437118,1154497,1582.69,17,2024-05-11,Sold,AGT-043
DEN-00454,80220,Montclair,Single Family,3,3,724,336000,344770,464.09,26,2024-12-19,Sold,AGT-044
DEN-00455,80204,West Colfax,Single Family,5,2,676,402000,390036,594.67,19,2024-03-13,Sold,AGT-022
DEN-00456,80220,Montclair,Single Family,5,4,714,440000,433976,616.25,20,2024-08-23,Sold,AGT-015
DEN-00457,80207,Park Hill,Condo,3,3,843,443000,461269,525.5,20,2024-04-30,Sold,AGT-017
DEN-00458,80220,Montclair,Single Family,4,3,928,551000,534806,593.75,19,2024-12-10,Sold,AGT-006
DEN-00459,80206,Cherry Creek,Condo,4,4,776,998000,1029556,1286.08,13,2024-02-22,Sold,AGT-027
DEN-00460,80209,Washington Park,Single Family,2,2,801,781000,,975.03,21,2024-01-06,Active,AGT-016
DEN-00461,80207,Park Hill,Single Family,2,2,778,416000,429852,534.7,10,2024-12-24,Sold,AGT-038
DEN-00462,80210,University,Condo,3,3,922,613000,637496,664.86,11,2024-11-27,Sold,AGT-032
DEN-00463,80207,Park Hill,Single Family,5,2,723,567000,585153,784.23,15,2024-08-02,Sold,AGT-034
DEN-00464,80220,Montclair,Single Family,2,2,890,473000,477733,531.46,16,2024-07-12,Sold,AGT-018
DEN-00465,80210,University,Condo,3,3,611,529000,533421,865.79,13,2024-02-16,Sold,AGT-018
DEN-00466,80210,University,Condo,4,2,807,551000,,682.78,9,2024-04-14,Active,AGT-047
DEN-00467,80202,Downtown,Single Family,3,4,1186,601000,592590,506.75,18,2024-06-17,Sold,AGT-038
DEN-00468,80206,Cherry Creek,Multi-Family,3,2,1074,749000,,697.39,7,2024-11-08,Active,AGT-006
DEN-00469,80220,Montclair,Townhouse,3,4,928,383000,,412.72,24,2024-05-11,Active,AGT-044
DEN-00470,80202,Downtown,Single Family,4,2,885,874000,871740,987.57,12,2024-05-12,Sold,AGT-020
DEN-00471,80204,West Colfax,Condo,3,3,823,395000,389630,479.95,26,2024-02-28,Sold,AGT-039
DEN-00472,80204,West Colfax,Single Family,3,3,825,382000,375874,463.03,20,2024-09-18,Sold,AGT-041
DEN-00473,80207,Park Hill,Townhouse,4,2,830,435000,456395,524.1,26,2024-01-11,Sold,AGT-001
DEN-00474,80205,Five Points,Single Family,3,2,765,532000,523300,695.42,18,2024-06-01,Sold,AGT-037
DEN-00475,80203,Capitol Hill,Townhouse,2,2,927,957103.0215635265,,1032.47,20,2024-05-21,Active,AGT-032
DEN-00476,80218,Congress Park,Condo,4,2,753,533000,533496,707.84,27,2024-03-28,Sold,AGT-036
DEN-00477,80206,Cherry Creek,Condo,4,3,1247,907000,920225,727.35,6,2024-07-19,Sold,AGT-024
DEN-00478,80210,University,Condo,4,2,1037,656000,683127,632.59,6,2024-02-14,Sold,AGT-043
DEN-00479,80209,Washington Park,Townhouse,3,3,1095,831000,837761,758.9,6,2024-08-24,Sold,AGT-002
DEN-00480,80207,Park Hill,Townhouse,3,2,676,561000,588252,829.88,17,2024-06-28,Sold,AGT-049
DEN-00481,80203,Capitol Hill,Single Family,2,2,803,422000,425568,525.53,23,2024-12-27,Sold,AGT-024
DEN-00482,80207,Park Hill,Condo,5,1,504,703000,,1394.84,21,2024-04-04,Active,AGT-041
DEN-00483,80202,Downtown,Townhouse,4,2,1215,706000,711687,581.07,9,2024-09-04,Sold,AGT-006
DEN-00484,80202,Downtown,Single Family,3,2,1152,646000,674569,560.76,7,2024-04-19,Sold,AGT-037
DEN-00485,80203,Capitol Hill,Condo,4,2,803,533000,535741,663.76,26,2024-05-11,Sold,AGT-046
DEN-00486,80218,Congress Park,Single Family,5,3,994,675000,,679.07,17,2024-08-29,Active,AGT-036
DEN-00487,80218,Congress Park,Single Family,3,4,872,475000,470381,544.72,4,2024-08-05,Sold,AGT-035
DEN-00488,80210,University,Condo,3,3,751,573000,562902,762.98,15,2024-11-14,Sold,AGT-032
DEN-00489,80220,Montclair,Condo,5,2,612,481000,501843,785.95,11,2024-03-31,Sold,AGT-007
DEN-00490,80218,Congress Park,Condo,4,2,697,1271287.5671674667,,1823.94,24,2024-05-29,Active,AGT-029
DEN-00491,80206,Cherry Creek,Townhouse,3,2,851,1000000,997583,1175.09,7,2024-11-13,Sold,AGT-011
DEN-00492,80210,University,Single Family,3,2,948,739000,725514,779.54,12,2024-12-29,Sold,AGT-028
DEN-00493,80203,Capitol Hill,Townhouse,5,4,795,464000,465186,583.65,8,2024-09-08,Sold,AGT-032
DEN-00494,80203,Capitol Hill,Single Family,3,3,482,457000,454108,948.13,17,2024-08-13,Sold,AGT-003
DEN-00495,80207,Park Hill,Townhouse,5,3,843,537000,545312,637.01,19,2024-04-29,Sold,AGT-012
DEN-00496,80203,Capitol Hill,Condo,5,2,1110,439000,431464,395.5,22,2024-12-19,Sold,AGT-005
DEN-00497,80204,West Colfax,Single Family,4,4,536,448000,446183,835.82,31,2024-09-01,Sold,AGT-038
DEN-00498,80205,Five Points,Single Family,3,3,925,517000,,558.92,13,2024-06-20,Active,AGT-039
