LISTING_ID,ZIP_CODE,NEIGHBORHOOD,PROPERTY_TYPE,BEDROOMS,BATHROOMS,SQFT,LIST_PRICE,SALE_PRICE,PRICE_PER_SQFT,DAYS_ON_MARKET,LIST_DATE,STATUS,AGENT_ID
AUS-00495,78705,UT Area,Single Family,3,2,607,332000,334856,546.95,31,2024-08-31,Sold,AGT-005
AUS-00496,78745,South Austin,Condo,3,1,798,511000,516516,640.35,33,2024-09-01,Sold,AGT-002
AUS-00497,78750,Northwest,Condo,3,1,812,488000,485941,600.99,9,2024-01-27,Sold,AGT-035
AUS-00498,78750,Northwest,Condo,3,1,941,534000,,567.48,25,2024-08-22,Active,AGT-037
AUS-00499,78759,Great Hills,Condo,4,3,913,554000,,606.79,18,2024-06-15,Active,AGT-024
AUS-00500,78703,Tarrytown,Multi-Family,2,2,1084,955000,927496,881.0,6,2024-09-02,Sold,AGT-022
AUS-00501,78741,Southeast,Condo,5,2,633,438000,424213,691.94,30,2024-05-01,Sold,AGT-046
AUS-00502,78759,Great Hills,Single Family,4,1,686,549000,560990,800.29,17,2024-05-25,Sold,AGT-012
AUS-00503,78750,Northwest,Single Family,3,4,649,614000,,946.07,16,2024-10-12,Active,AGT-037
AUS-00504,78702,East Austin,Condo,4,1,501,583000,,1163.67,20,2024-01-19,Active,AGT-001
AUS-00505,78704,South Congress,Townhouse,4,3,782,530000,,677.75,17,2024-07-25,Active,AGT-036
AUS-00506,78704,South Congress,Single Family,3,2,593,543000,530337,915.68,38,2024-03-17,Sold,AGT-022
AUS-00507,78731,Northwest Hills,Single Family,3,1,620,548000,,883.87,9,2024-08-27,Active,AGT-028
AUS-00508,78731,Northwest Hills,Condo,3,3,912,479000,,525.22,15,2024-07-26,Active,AGT-049
AUS-00509,78731,Northwest Hills,Single Family,3,2,1000,593000,,593.0,29,2024-05-29,Active,AGT-012
AUS-00510,78702,East Austin,Condo,3,3,746,476000,482641,638.07,27,2024-02-24,Sold,AGT-043
AUS-00511,78702,East Austin,Condo,3,2,920,562000,542524,610.87,17,2024-09-18,Sold,AGT-034
AUS-00512,78731,Northwest Hills,Condo,4,1,794,436000,438782,549.12,1,2024-08-31,Sold,AGT-008
AUS-00513,78745,South Austin,Single Family,4,2,866,574000,562358,662.82,20,2024-08-02,Sold,AGT-043
AUS-00514,78745,South Austin,Condo,4,1,725,368000,359539,507.59,20,2024-02-10,Sold,AGT-009
AUS-00515,78701,Downtown,Condo,3,2,1008,692000,710729,686.51,9,2024-05-03,Sold,AGT-040
AUS-00516,78750,Northwest,Townhouse,4,2,1210,470000,484796,388.43,15,2024-04-04,Sold,AGT-006
AUS-00517,78705,UT Area,Condo,3,2,400,390000,,975.0,24,2024-04-07,Active,AGT-016
AUS-00518,78750,Northwest,Single Family,4,1,683,573000,,838.95,29,2024-08-05,Active,AGT-002
AUS-00519,78703,Tarrytown,Condo,4,3,949,729000,711773,768.18,20,2024-12-07,Sold,AGT-028
AUS-00520,78703,Tarrytown,Condo,3,3,1208,851000,840188,704.47,14,2024-01-25,Sold,AGT-006
AUS-00521,78731,Northwest Hills,Townhouse,4,3,714,529000,542397,740.9,23,2024-06-21,Sold,AGT-043
AUS-00522,78741,Southeast,Single Family,4,4,607,359000,,591.43,45,2024-04-23,Active,AGT-039
AUS-00523,78705,UT Area,Single Family,3,3,773,408000,420066,527.81,32,2024-01-08,Sold,AGT-005
AUS-00524,78741,Southeast,Townhouse,3,2,652,388000,,595.09,34,2024-03-14,Active,AGT-010
AUS-00525,78703,Tarrytown,Townhouse,3,4,1015,911000,885642,897.54,13,2024-02-26,Sold,AGT-038
AUS-00526,78745,South Austin,Single Family,4,2,622,525000,,844.05,24,2024-07-01,Active,AGT-027
AUS-00527,78701,Downtown,Multi-Family,2,3,593,709000,702501,1195.62,8,2024-09-14,Sold,AGT-006
AUS-00528,78741,Southeast,Single Family,3,3,668,412000,414913,616.77,46,2024-01-06,Sold,AGT-027
AUS-00529,78741,Southeast,Single Family,4,4,459,313000,308014,681.92,37,2024-05-22,Sold,AGT-047
AUS-00530,78704,South Congress,Single Family,4,3,740,479000,,647.3,25,2024-05-29,Active,AGT-049
AUS-00531,78701,Downtown,Single Family,3,4,1080,612000,,566.67,20,2024-02-15,Active,AGT-038
AUS-00532,78750,Northwest,Townhouse,5,2,1129,518000,516502,458.81,22,2024-07-20,Sold,AGT-015
AUS-00533,78701,Downtown,Single Family,3,2,883,634000,647724,718.01,23,2024-05-23,Sold,AGT-008
AUS-00534,78750,Northwest,Condo,3,4,785,411000,424257,523.57,35,2024-06-11,Sold,AGT-042
AUS-00535,78705,UT Area,Single Family,3,4,894,372000,,416.11,8,2024-10-21,Active,AGT-034
AUS-00536,78750,Northwest,Single Family,3,3,821,579000,,705.24,32,2024-10-01,Active,AGT-003
AUS-00537,78704,South Congress,Single Family,2,4,600,405000,396742,675.0,32,2024-02-14,Sold,AGT-028
AUS-00538,78731,Northwest Hills,Condo,2,2,877,568000,,647.66,18,2024-10-09,Active,AGT-034
AUS-00539,78731,Northwest Hills,Condo,3,1,926,515000,503743,556.16,19,2024-07-15,Sold,AGT-036
AUS-00540,78741,Southeast,Single Family,5,2,478,392000,389890,820.08,38,2024-05-22,Sold,AGT-022
AUS-00541,78741,Southeast,Condo,5,2,650,731510.0185826411,,1125.4,37,2024-04-16,Active,AGT-023
AUS-00542,78703,Tarrytown,Single Family,3,2,766,765000,742894,998.69,18,2024-03-28,Sold,AGT-035
AUS-00543,78703,Tarrytown,Single Family,3,1,835,899000,901083,1076.65,18,2024-08-01,Sold,AGT-034
AUS-00544,78702,East Austin,Single Family,4,2,665,497000,488825,747.37,24,2024-10-25,Sold,AGT-026
AUS-00545,78704,South Congress,Single Family,4,2,742,516000,518282,695.42,25,2024-11-14,Sold,AGT-002
AUS-00546,78704,South Congress,Single Family,3,3,733,590000,,804.91,24,2024-05-09,Active,AGT-042
AUS-00547,78759,Great Hills,Condo,2,3,726,516000,,710.74,18,2024-05-07,Active,AGT-023
AUS-00548,78701,Downtown,Townhouse,2,3,706,803000,799663,1137.39,30,2024-05-31,Sold,AGT-046
AUS-00549,78759,Great Hills,Single Family,5,2,858,511000,510231,595.57,32,2024-08-17,Sold,AGT-010
AUS-00550,78705,UT Area,Single Family,5,3,618,413000,,668.28,25,2024-07-10,Active,AGT-020
AUS-00551,78705,UT Area,Single Family,4,2,854,360000,350130,421.55,22,2024-09-23,Sold,AGT-018
AUS-00552,78731,Northwest Hills,Single Family,4,2,734,703000,675115,957.77,29,2024-01-30,Sold,AGT-009
AUS-00553,78702,East Austin,Single Family,3,2,970,611000,618919,629.9,16,2024-12-26,Sold,AGT-010
AUS-00554,78701,Downtown,Single Family,3,2,1028,711000,686224,691.63,2,2024-01-06,Sold,AGT-016
AUS-00555,78731,Northwest Hills,Condo,3,2,771,546000,555190,708.17,17,2024-11-03,Sold,AGT-009
AUS-00556,78701,Downtown,Condo,4,1,955,557000,,583.25,14,2024-05-13,Active,AGT-038
AUS-00557,78704,South Congress,Townhouse,2,2,600,397000,,661.67,27,2024-07-01,Active,AGT-036
AUS-00558,78731,Northwest Hills,Single Family,4,2,1012,706000,727442,697.63,19,2024-01-07,Sold,AGT-046
AUS-00559,78705,UT Area,Single Family,3,2,931,376000,374194,403.87,29,2024-03-21,Sold,AGT-038
AUS-00560,78759,Great Hills,Single Family,3,4,749,437000,431423,583.44,11,2024-04-12,Sold,AGT-023
AUS-00561,78703,Tarrytown,Single Family,2,2,1224,791000,,646.24,3,2024-07-01,Active,AGT-008
AUS-00562,78701,Downtown,Condo,5,2,988,704000,703238,712.55,14,2024-03-11,Sold,AGT-010
AUS-00563,78759,Great Hills,Townhouse,4,3,706,571000,549653,808.78,18,2024-07-05,Sold,AGT-010
AUS-00564,78704,South Congress,Townhouse,4,1,637,1028428.3891958364,1067880,1614.49,27,2024-01-08,Sold,AGT-034
AUS-00565,78731,Northwest Hills,Townhouse,5,4,626,487000,483783,777.96,23,2024-05-07,Sold,AGT-018
AUS-00566,78703,Tarrytown,Multi-Family,4,1,803,838000,,1043.59,19,2024-06-22,Active,AGT-009
AUS-00567,78701,Downtown,Townhouse,3,3,739,613000,627599,829.5,15,2024-07-25,Sold,AGT-036
AUS-00568,78704,South Congress,Single Family,4,2,645,557000,,863.57,33,2024-05-09,Active,AGT-050
AUS-00569,78702,East Austin,Condo,5,3,651,693000,,1064.52,15,2024-12-01,Active,AGT-036
AUS-00570,78741,Southeast,Single Family,3,4,547,293000,286714,535.65,35,2024-08-05,Sold,AGT-050
AUS-00571,78703,Tarrytown,Multi-Family,4,4,817,960000,989776,1175.03,1,2024-03-22,Sold,AGT-016
AUS-00572,78750,Northwest,Single Family,2,1,807,501000,491293,620.82,28,2024-10-01,Sold,AGT-035
AUS-00573,78702,East Austin,Single Family,3,1,673,464000,451197,689.45,20,2024-08-16,Sold,AGT-040
AUS-00574,78703,Tarrytown,Single Family,2,3,1144,1066000,,931.82,23,2024-07-09,Active,AGT-028
AUS-00575,78759,Great Hills,Single Family,4,3,681,894339.148472374,907103,1313.27,37,2024-10-12,Sold,AGT-039
AUS-00576,78731,Northwest Hills,Condo,3,4,756,520000,507258,687.83,24,2024-11-01,Sold,AGT-042
AUS-00577,78745,South Austin,Single Family,4,3,652,334000,331086,512.27,21,2024-01-22,Sold,AGT-049
AUS-00578,78731,Northwest Hills,Condo,3,4,743,545000,557786,733.51,39,2024-04-02,Sold,AGT-019
AUS-00579,78759,Great Hills,Condo,3,2,899,589000,580772,655.17,22,2024-01-19,Sold,AGT-013
AUS-00580,78702,East Austin,Townhouse,3,2,809,358000,350864,442.52,18,2024-03-29,Sold,AGT-028
AUS-00581,78704,South Congress,Single Family,5,2,750,364000,351554,485.33,28,2024-08-27,Sold,AGT-015
AUS-00582,78750,Northwest,Single Family,5,2,683,516000,507580,755.49,32,2024-11-02,Sold,AGT-011
AUS-00583,78750,Northwest,Condo,3,4,583,468000,482738,802.74,18,2024-08-17,Sold,AGT-048
AUS-00584,78704,South Congress,Single Family,3,4,624,504000,498707,807.69,16,2024-07-29,Sold,AGT-026
AUS-00585,78705,UT Area,Condo,4,1,835,431000,444745,516.17,36,2024-09-03,Sold,AGT-043
AUS-00586,78704,South Congress,Single Family,3,4,519,481000,,926.78,14,2024-09-14,Active,AGT-046
AUS-00587,78702,East Austin,Single Family,2,3,530,477000,495878,900.0,2,2024-01-17,Sold,AGT-020
AUS-00588,78703,Tarrytown,Condo,4,3,828,908000,878841,1096.62,16,2024-08-14,Sold,AGT-031
AUS-00589,78704,South Congress,Single Family,3,2,813,585000,571574,719.56,31,2024-10-25,Sold,AGT-042
AUS-00590,78759,Great Hills,Single Family,3,1,901,559000,580388,620.42,32,2024-04-01,Sold,AGT-044
AUS-00591,78704,South Congress,Single Family,4,3,881,531000,544065,602.72,8,2024-04-04,Sold,AGT-050
AUS-00592,78703,Tarrytown,Single Family,4,2,989,795000,795271,803.84,8,2024-07-04,Sold,AGT-043
AUS-00593,78703,Tarrytown,Townhouse,3,3,1112,897000,902045,806.65,19,2024-09-30,Sold,AGT-016
AUS-00594,78702,East Austin,Single Family,5,2,782,546000,547363,698.21,13,2024-10-20,Sold,AGT-032
AUS-00595,78745,South Austin,Single Family,2,4,686,514000,,749.27,24,2024-06-21,Active,AGT-018
AUS-00596,78703,Tarrytown,Multi-Family,4,2,771,869000,,1127.11,17,2024-10-03,Active,AGT-033
AUS-00597,78705,UT Area,Multi-Family,3,3,583,277000,,475.13,28,2024-04-17,Active,AGT-041
AUS-00598,78703,Tarrytown,Single Family,2,3,1028,931000,960944,905.64,4,2024-01-31,Sold,AGT-039
AUS-00599,78759,Great Hills,Single Family,4,4,742,480000,,646.9,18,2024-02-01,Active,AGT-045
AUS-00600,78703,Tarrytown,Single Family,3,1,987,824000,819539,834.85,18,2024-04-25,Sold,AGT-018
AUS-00601,78750,Northwest,Townhouse,2,3,864,466000,471157,539.35,29,2024-03-13,Sold,AGT-033
AUS-00602,78759,Great Hills,Single Family,5,2,1061,562000,550492,529.69,23,2024-05-04,Sold,AGT-012
AUS-00603,78704,South Congress,Condo,3,2,707,543000,553440,768.03,21,2024-05-17,Sold,AGT-033
AUS-00604,78705,UT Area,Single Family,4,1,830,329000,,396.39,24,2024-04-28,Active,AGT-012
AUS-00605,78741,Southeast,Single Family,3,4,606,338000,342798,557.76,38,2024-11-07,Sold,AGT-002
AUS-00606,78704,South Congress,Multi-Family,3,3,605,328000,318765,542.15,18,2024-07-28,Sold,AGT-010
AUS-00607,78704,South Congress,Single Family,5,2,712,414000,,581.46,38,2024-11-14,Active,AGT-043
AUS-00608,78745,South Austin,Single Family,3,2,758,440000,441890,580.47,14,2024-06-01,Sold,AGT-020
AUS-00609,78745,South Austin,Single Family,4,2,473,397000,383327,839.32,28,2024-12-12,Sold,AGT-006
AUS-00610,78741,Southeast,Multi-Family,4,1,617,346000,337497,560.78,40,2024-02-04,Sold,AGT-038
AUS-00611,78745,South Austin,Multi-Family,2,4,839,388000,379268,462.46,34,2024-09-03,Sold,AGT-036
AUS-00612,78741,Southeast,Single Family,5,1,743,402000,412499,541.05,41,2024-03-01,Sold,AGT-050
AUS-00613,78704,South Congress,Single Family,2,4,567,337000,349175,594.36,21,2024-05-01,Sold,AGT-028
AUS-00614,78731,Northwest Hills,Townhouse,4,3,1017,657000,,646.02,16,2024-02-26,Active,AGT-027
AUS-00615,78704,South Congress,Condo,5,3,688,544000,531050,790.7,20,2024-06-10,Sold,AGT-018
AUS-00616,78705,UT Area,Multi-Family,3,2,767,299000,307936,389.83,24,2024-03-06,Sold,AGT-036
AUS-00617,78745,South Austin,Single Family,2,4,718,407000,,566.85,41,2024-11-24,Active,AGT-031
AUS-00618,78741,Southeast,Townhouse,5,2,853,373000,358896,437.28,33,2024-05-29,Sold,AGT-009
AUS-00619,78704,South Congress,Single Family,5,4,683,401000,,587.12,37,2024-04-18,Active,AGT-028
AUS-00620,78731,Northwest Hills,Single Family,5,4,844,517000,506353,612.56,14,2024-02-09,Sold,AGT-023
AUS-00621,78701,Downtown,Condo,3,4,1192,540000,559979,453.02,20,2024-05-19,Sold,AGT-002
AUS-00622,78741,Southeast,Single Family,4,2,400,289000,291787,722.5,25,2024-03-16,Sold,AGT-024
AUS-00623,78750,Northwest,Single Family,5,4,928,521000,502634,561.42,20,2024-11-18,Sold,AGT-047
AUS-00624,78701,Downtown,Multi-Family,3,1,967,448000,449725,463.29,9,2024-09-28,Sold,AGT-002
AUS-00625,78702,East Austin,Single Family,5,2,811,562000,549916,692.97,10,2024-04-10,Sold,AGT-036
AUS-00626,78702,East Austin,Single Family,3,2,851,443000,438459,520.56,30,2024-12-21,Sold,AGT-048
AUS-00627,78759,Great Hills,Single Family,5,4,935,580000,,620.32,10,2024-11-06,Active,AGT-010
AUS-00628,78703,Tarrytown,Single Family,4,1,876,827000,822262,944.06,28,2024-02-05,Sold,AGT-012
AUS-00629,78704,South Congress,Single Family,2,4,704,472000,478375,670.45,27,2024-11-27,Sold,AGT-044
AUS-00630,78701,Downtown,Single Family,3,2,759,610000,,803.69,14,2024-07-04,Active,AGT-021
AUS-00631,78703,Tarrytown,Condo,2,3,1103,759000,782442,688.12,6,2024-06-18,Sold,AGT-037
AUS-00632,78701,Downtown,Single Family,3,1,899,742000,736946,825.36,20,2024-12-17,Sold,AGT-045
AUS-00633,78759,Great Hills,Townhouse,4,2,406,575000,556954,1416.26,2,2024-12-04,Sold,AGT-013
AUS-00634,78701,Downtown,Multi-Family,4,2,907,596000,606761,657.11,15,2024-11-15,Sold,AGT-004
AUS-00635,78741,Southeast,Single Family,4,3,741,348000,,469.64,34,2024-03-05,Active,AGT-043
AUS-00636,78705,UT Area,Single Family,4,2,611,383000,389532,626.84,41,2024-10-28,Sold,AGT-020
AUS-00637,78701,Downtown,Condo,3,2,717,598000,,834.03,23,2024-06-12,Active,AGT-015
AUS-00638,78704,South Congress,Single Family,3,4,608,455000,444802,748.36,22,2024-10-17,Sold,AGT-006
AUS-00639,78759,Great Hills,Condo,3,2,870,500000,519908,574.71,13,2024-09-05,Sold,AGT-038
AUS-00640,78702,East Austin,Townhouse,4,4,1002,688000,,686.63,1,2024-07-07,Active,AGT-003
AUS-00641,78731,Northwest Hills,Condo,4,4,832,516000,511711,620.19,34,2024-08-17,Sold,AGT-005
AUS-00642,78704,South Congress,Single Family,2,2,524,549000,,1047.71,19,2024-01-17,Active,AGT-011
AUS-00643,78701,Downtown,Single Family,4,2,783,699000,,892.72,17,2024-10-03,Active,AGT-022
AUS-00644,78731,Northwest Hills,Single Family,2,2,847,560000,566492,661.16,17,2024-04-01,Sold,AGT-011
AUS-00645,78705,UT Area,Single Family,2,2,790,354000,367971,448.1,28,2024-02-22,Sold,AGT-039
AUS-00646,78745,South Austin,Condo,3,3,990,513000,,518.18,30,2024-01-02,Active,AGT-027
AUS-00647,78741,Southeast,Single Family,3,2,719,296000,291802,411.68,46,2024-11-24,Sold,AGT-027
AUS-00648,78702,East Austin,Condo,3,2,855,549000,529614,642.11,15,2024-09-10,Sold,AGT-027
AUS-00649,78759,Great Hills,Single Family,5,1,663,435000,,656.11,22,2024-12-06,Active,AGT-043
AUS-00650,78741,Southeast,Single Family,4,4,504,400000,407439,793.65,28,2024-04-16,Sold,AGT-042
AUS-00651,78745,South Austin,Multi-Family,2,3,845,384000,,454.44,36,2024-04-04,Active,AGT-039
AUS-00652,78703,Tarrytown,Single Family,2,2,893,731000,740013,818.59,9,2024-08-31,Sold,AGT-050
AUS-00653,78701,Downtown,Condo,4,2,1075,657000,678858,611.16,12,2024-01-28,Sold,AGT-011
AUS-00654,78702,East Austin,Condo,5,2,756,601000,604756,794.97,18,2024-07-02,Sold,AGT-030
AUS-00655,78759,Great Hills,Single Family,5,2,641,454000,,708.27,18,2024-11-06,Active,AGT-004
AUS-00656,78701,Downtown,Single Family,4,2,1071,660000,,616.25,22,2024-10-23,Active,AGT-033
AUS-00657,78702,East Austin,Single Family,4,4,855,417000,403478,487.72,19,2024-01-21,Sold,AGT-034
AUS-00658,78705,UT Area,Single Family,2,3,912,462000,,506.58,32,2024-12-25,Active,AGT-039
AUS-00659,78701,Downtown,Condo,4,1,1170,677000,666336,578.63,10,2024-01-01,Sold,AGT-024
AUS-00660,78702,East Austin,Single Family,3,4,883,555000,,628.54,27,2024-07-15,Active,AGT-040
AUS-00661,78702,East Austin,Multi-Family,3,2,558,428000,434353,767.03,23,2024-06-23,Sold,AGT-020
AUS-00662,78702,East Austin,Condo,3,4,633,539000,523433,851.5,24,2024-07-27,Sold,AGT-013
AUS-00663,78741,Southeast,Single Family,5,2,834,292000,286690,350.12,19,2024-11-22,Sold,AGT-038
AUS-00664,78731,Northwest Hills,Condo,3,2,975,598000,,613.33,25,2024-09-07,Active,AGT-002
AUS-00665,78704,South Congress,Single Family,3,3,606,569000,578322,938.94,23,2024-02-08,Sold,AGT-026
AUS-00666,78701,Downtown,Condo,3,1,848,608000,,716.98,19,2024-07-24,Active,AGT-043
AUS-00667,78745,South Austin,Single Family,3,2,554,369000,,666.06,30,2024-04-14,Active,AGT-033
AUS-00668,78745,South Austin,Condo,4,3,728,421000,422400,578.3,42,2024-05-31,Sold,AGT-050
AUS-00669,78702,East Austin,Single Family,4,1,462,703000,728371,1521.65,22,2024-06-20,Sold,AGT-024
AUS-00670,78703,Tarrytown,Single Family,3,4,1095,655000,669694,598.17,18,2024-06-16,Sold,AGT-040
AUS-00671,78741,Southeast,Single Family,4,2,767,297000,303288,387.22,30,2024-02-04,Sold,AGT-027
AUS-00672,78704,South Congress,Condo,2,4,680,505000,,742.65,30,2024-03-16,Active,AGT-042
AUS-00673,78705,UT Area,Townhouse,2,1,650,333000,343848,512.31,26,2024-10-18,Sold,AGT-032
AUS-00674,78731,Northwest Hills,Single Family,5,4,866,649000,,749.42,21,2024-08-21,Active,AGT-034
AUS-00675,78759,Great Hills,Condo,3,1,814,545000,529874,669.53,4,2024-09-16,Sold,AGT-002
AUS-00676,78759,Great Hills,Condo,4,2,819,517000,517853,631.26,29,2024-02-28,Sold,AGT-037
AUS-00677,78759,Great Hills,Single Family,3,2,964,556000,567686,576.76,24,2024-08-25,Sold,AGT-035
AUS-00678,78705,UT Area,Single Family,3,3,400,409000,,1022.5,25,2024-11-09,Active,AGT-020
AUS-00679,78731,Northwest Hills,Single Family,4,2,424,613000,610270,1445.75,11,2024-12-17,Sold,AGT-010
AUS-00680,78750,Northwest,Condo,3,1,1068,510000,,477.53,16,2024-11-23,Active,AGT-049
AUS-00681,78731,Northwest Hills,Townhouse,3,2,802,533000,,664.59,13,2024-06-07,Active,AGT-032
AUS-00682,78759,Great Hills,Condo,3,3,989,500000,516760,505.56,1,2024-07-11,Sold,AGT-015
AUS-00683,78745,South Austin,Single Family,5,4,718,328000,,456.82,26,2024-08-08,Active,AGT-047
AUS-00684,78704,South Congress,Single Family,3,3,851,543000,,638.07,22,2024-03-11,Active,AGT-036
AUS-00685,78704,South Congress,Single Family,4,1,657,453000,,689.5,19,2024-02-03,Active,AGT-048
AUS-00686,78701,Downtown,Single Family,2,2,839,618000,622417,736.59,24,2024-09-30,Sold,AGT-009
AUS-00687,78745,South Austin,Multi-Family,3,3,730,418000,,572.6,30,2024-12-08,Active,AGT-039
AUS-00688,78703,Tarrytown,Single Family,3,3,1056,847000,824630,802.08,17,2024-10-01,Sold,AGT-048
AUS-00689,78701,Downtown,Condo,4,1,946,666000,686745,704.02,30,2024-04-20,Sold,AGT-032
AUS-00690,78759,Great Hills,Multi-Family,2,1,648,625000,,964.51,9,2024-08-30,Active,AGT-042
AUS-00691,78731,Northwest Hills,Townhouse,2,4,656,510000,503054,777.44,30,2024-04-14,Sold,AGT-038
AUS-00692,78703,Tarrytown,Single Family,3,2,1053,668000,660253,634.38,7,2024-11-14,Sold,AGT-012
AUS-00693,78702,East Austin,Townhouse,3,2,851,540000,547223,634.55,32,2024-05-30,Sold,AGT-031
AUS-00694,78705,UT Area,Single Family,3,2,608,425000,,699.01,25,2024-07-20,Active,AGT-050
AUS-00695,78731,Northwest Hills,Single Family,3,3,579,634000,,1094.99,21,2024-11-11,Active,AGT-050
AUS-00696,78731,Northwest Hills,Single Family,3,2,730,381000,374861,521.92,6,2024-11-20,Sold,AGT-043
AUS-00697,78701,Downtown,Single Family,3,4,725,549000,553239,757.24,18,2024-10-24,Sold,AGT-034
AUS-00698,78750,Northwest,Single Family,4,2,892,520000,540247,582.96,28,2024-04-03,Sold,AGT-022
AUS-00699,78701,Downtown,Single Family,4,3,781,483000,497759,618.44,29,2024-09-23,Sold,AGT-023
AUS-00700,78750,Northwest,Multi-Family,4,3,594,425000,,715.49,18,2024-11-02,Active,AGT-036
AUS-00701,78745,South Austin,Single Family,4,4,562,416000,424234,740.21,21,2024-12-11,Sold,AGT-010
AUS-00702,78705,UT Area,Single Family,3,1,675,453000,437999,671.11,40,2024-05-12,Sold,AGT-050
AUS-00703,78731,Northwest Hills,Condo,2,3,465,516000,499311,1109.68,20,2024-01-08,Sold,AGT-039
AUS-00704,78704,South Congress,Single Family,3,1,609,472000,484365,775.04,18,2024-10-14,Sold,AGT-027
AUS-00705,78705,UT Area,Single Family,4,2,801,401000,,500.62,29,2024-03-17,Active,AGT-035
AUS-00706,78759,Great Hills,Single Family,4,3,526,570000,573777,1083.65,8,2024-06-13,Sold,AGT-003
AUS-00707,78704,South Congress,Single Family,4,4,594,419000,414563,705.39,37,2024-12-31,Sold,AGT-029
AUS-00708,78731,Northwest Hills,Condo,4,4,902,571000,585453,633.04,22,2024-07-19,Sold,AGT-014
AUS-00709,78701,Downtown,Condo,3,3,872,666000,654407,763.76,10,2024-04-15,Sold,AGT-045
AUS-00710,78702,East Austin,Condo,4,3,678,527000,,777.29,18,2024-06-16,Active,AGT-039
AUS-00711,78731,Northwest Hills,Single Family,4,2,942,476000,,505.31,3,2024-09-12,Active,AGT-047
AUS-00712,78745,South Austin,Condo,5,2,640,498000,,778.12,38,2024-07-08,Active,AGT-029
AUS-00713,78745,South Austin,Townhouse,4,4,779,458000,446245,587.93,25,2024-08-05,Sold,AGT-031
AUS-00714,78741,Southeast,Condo,4,1,400,372000,370287,930.0,41,2024-11-30,Sold,AGT-025
AUS-00715,78741,Southeast,Condo,2,2,680,385000,384117,566.18,56,2024-04-20,Sold,AGT-031
AUS-00716,78745,South Austin,Single Family,4,1,871,500000,487094,574.05,28,2024-02-03,Sold,AGT-003
AUS-00717,78702,East Austin,Single Family,3,2,1003,510000,505818,508.47,10,2024-05-28,Sold,AGT-009
AUS-00718,78731,Northwest Hills,Condo,3,1,781,585000,583185,749.04,25,2024-01-13,Sold,AGT-041
AUS-00719,78702,East Austin,Condo,4,2,689,612000,600729,888.24,26,2024-09-12,Sold,AGT-012
AUS-00720,78750,Northwest,Condo,3,2,756,470000,461256,621.69,22,2024-07-23,Sold,AGT-036
AUS-00721,78703,Tarrytown,Townhouse,4,2,845,718000,,849.7,23,2024-10-09,Active,AGT-019
AUS-00722,78705,UT Area,Single Family,5,3,561,378000,389644,673.8,30,2024-06-03,Sold,AGT-035
AUS-00723,78741,Southeast,Townhouse,3,2,551,381000,380887,691.47,40,2024-01-20,Sold,AGT-005
AUS-00724,78731,Northwest Hills,Condo,3,2,776,510000,513334,657.22,17,2024-01-22,Sold,AGT-046
AUS-00725,78701,Downtown,Condo,2,1,915,731000,729755,798.91,6,2024-10-03,Sold,AGT-024
AUS-00726,78759,Great Hills,Townhouse,3,2,715,619000,614097,865.73,13,2024-04-15,Sold,AGT-029
AUS-00727,78750,Northwest,Condo,5,2,747,551000,540276,737.62,18,2024-03-06,Sold,AGT-005
AUS-00728,78731,Northwest Hills,Single Family,4,2,867,608000,589886,701.27,8,2024-01-16,Sold,AGT-002
AUS-00729,78702,East Austin,Single Family,4,4,1033,506000,502336,489.84,8,2024-09-08,Sold,AGT-013
AUS-00730,78759,Great Hills,Townhouse,3,3,1052,517000,,491.44,38,2024-05-19,Active,AGT-013
AUS-00731,78704,South Congress,Single Family,4,3,425,443000,450248,1042.35,35,2024-07-26,Sold,AGT-030
AUS-00732,78703,Tarrytown,Condo,2,2,818,879000,854114,1074.57,16,2024-01-02,Sold,AGT-041
AUS-00733,78701,Downtown,Townhouse,3,4,1080,709000,689696,656.48,15,2024-11-19,Sold,AGT-029
AUS-00734,78731,Northwest Hills,Single Family,3,2,590,648000,,1098.31,31,2024-04-16,Active,AGT-028
AUS-00735,78705,UT Area,Single Family,3,2,634,340000,336936,536.28,12,2024-03-24,Sold,AGT-035
AUS-00736,78731,Northwest Hills,Single Family,4,1,860,759000,,882.56,21,2024-03-07,Active,AGT-021
AUS-00737,78750,Northwest,Single Family,3,1,725,474000,,653.79,29,2024-11-28,Active,AGT-026
AUS-00738,78741,Southeast,Condo,3,2,853,300000,,351.7,25,2024-01-06,Active,AGT-003
AUS-00739,78731,Northwest Hills,Single Family,5,1,851,607000,613793,713.28,16,2024-10-07,Sold,AGT-017
AUS-00740,78702,East Austin,Multi-Family,3,1,897,405000,,451.51,35,2024-07-07,Active,AGT-030
AUS-00741,78705,UT Area,Single Family,5,2,803,428000,431305,533.0,16,2024-08-02,Sold,AGT-035
AUS-00742,78705,UT Area,Multi-Family,5,4,809,465000,457752,574.78,27,2024-07-31,Sold,AGT-005
AUS-00743,78731,Northwest Hills,Single Family,3,3,892,559000,559973,626.68,24,2024-03-18,Sold,AGT-008
AUS-00744,78705,UT Area,Condo,4,4,907,393000,387441,433.3,20,2024-03-06,Sold,AGT-046
AUS-00745,78750,Northwest,Condo,3,3,630,440000,430181,698.41,29,2024-10-31,Sold,AGT-038
AUS-00746,78731,Northwest Hills,Single Family,2,3,826,582000,578904,704.6,21,2024-11-24,Sold,AGT-012
