account_id,plan_tier,industry,segment,region,customer_success_manager,signup_date,last_login_date,licensed_seats,active_users,support_tickets_90d,nps,renewal_month,payment_status,feature_adoption_rate,annual_recurring_revenue,seat_utilization,churn_risk,expansion_opportunity,notes
ACC0036357,Starter,Media,Enterprise,APAC,Priya,2023-07-20 00:00:00,2024-05-26 00:00:00,234,269,3,-23,6,Current,0.429,5697.0,1.0,High,No,integration training invoice security pilot renewal integration training invoice integration security
ACC0008344,Pro,Media,Mid-Market,APAC,Diego,2023-09-05 00:00:00,2024-02-16 00:00:00,125,110,1,2,9,Current,0.963,5801.0,0.88,Low,No,security renewal training seat-expansion renewal security training seat-expansion risk
ACC0032668,Pro,Education,Mid-Market,LATAM,Elena,2024-06-04 00:00:00,2024-10-29 00:00:00,133,283,3,73,8,Current,0.17,1209.0,1.0,High,No,security risk security seat-expansion training renewal training seat-expansion
ACC0013851,Starter,Education,Mid-Market,North America,Marcus,2023-06-11 00:00:00,2023-11-10 00:00:00,88,40,3,-15,7,Current,0.384,2788.0,0.455,High,No,training training pilot procurement seat-expansion risk training procurement
ACC0013275,Pro,Media,Mid-Market,North America,Priya,2022-05-23 00:00:00,2023-04-27 00:00:00,21,18,8,97,3,Current,0.743,3616.0,0.857,Low,Yes,seat-expansion seat-expansion risk renewal training security risk pilot integration risk
ACC0037275,Pro,Manufacturing,Mid-Market,EMEA,Priya,2022-09-19 00:00:00,2023-04-22 00:00:00,276,364,1,52,3,Current,0.451,1112.0,1.0,Low,No,training procurement renewal security security
ACC0009603,Growth,Manufacturing,Enterprise,EMEA,Diego,2023-03-21 00:00:00,2024-01-04 00:00:00,413,148,3,61,4,Current,0.093,848.0,0.358,High,No,renewal pilot security renewal security seat-expansion pilot integration pilot invoice security invoice
ACC0024009,Pro,Manufacturing,Mid-Market,EMEA,Elena,2023-06-22 00:00:00,2024-04-13 00:00:00,303,67,1,-41,4,Current,0.05,616.0,0.221,High,No,renewal training security risk renewal risk security pilot seat-expansion training pilot
ACC0008217,Pro,Retail,SMB,LATAM,Hannah,2024-01-22 00:00:00,2024-01-23 00:00:00,30,119,1,-43,4,Current,0.61,515.0,1.0,Medium,No,risk training risk training procurement risk renewal risk
ACC0024949,Pro,Retail,Enterprise,APAC,Diego,2024-05-19 00:00:00,2024-10-01 00:00:00,479,23,4,78,8,Current,0.1,13750.0,0.048,High,No,risk risk procurement pilot procurement integration pilot procurement risk
ACC0018287,Growth,Healthcare,SMB,North America,Hannah,2023-05-27 00:00:00,2024-01-07 00:00:00,309,93,4,-50,12,Current,0.798,3285.0,0.301,Medium,No,procurement seat-expansion training security procurement training
ACC0027852,Enterprise,Media,SMB,APAC,Hannah,2022-12-17 00:00:00,2023-06-25 00:00:00,158,213,6,89,11,Late,0.228,2181.0,1.0,Medium,No,risk integration invoice integration invoice integration
ACC0027614,Starter,Retail,Mid-Market,North America,Diego,2022-12-30 00:00:00,2023-08-19 00:00:00,446,32,2,29,4,Escalated,0.461,12123.0,0.072,High,No,seat-expansion integration renewal security seat-expansion invoice pilot invoice
ACC0022296,Enterprise,Finance,SMB,North America,Elena,2022-07-28 00:00:00,2023-03-09 00:00:00,453,18,7,-33,12,Current,0.446,4697.0,0.04,Medium,No,risk seat-expansion renewal renewal pilot renewal security training integration security risk invoice
ACC0019637,Starter,Manufacturing,SMB,North America,Priya,2023-09-30 00:00:00,2024-07-03 00:00:00,479,104,2,2,4,Current,0.129,2947.0,0.217,High,No,integration training renewal training security invoice
ACC0029863,Starter,Education,SMB,APAC,Hannah,2022-05-29 00:00:00,2022-12-07 00:00:00,170,58,2,84,8,Current,0.321,60395.0,0.341,Low,No,integration renewal invoice risk risk invoice
ACC0005224,Enterprise,Media,Mid-Market,North America,Hannah,2024-05-26 00:00:00,2025-03-15 00:00:00,193,72,2,-22,1,Current,0.835,1591.0,0.373,Medium,No,security training training integration training
ACC0032331,Starter,Retail,SMB,LATAM,Hannah,2022-06-19 00:00:00,2022-11-14 00:00:00,417,268,4,12,12,Current,0.149,676.0,0.643,High,No,security pilot procurement pilot procurement
ACC0004692,Starter,Healthcare,Mid-Market,LATAM,Elena,2022-12-09 00:00:00,2023-01-10 00:00:00,139,288,1,16,6,Current,0.877,595.0,1.0,Low,No,invoice renewal pilot pilot security
ACC0029453,Enterprise,Education,SMB,LATAM,Elena,2023-01-13 00:00:00,2023-08-27 00:00:00,352,163,3,-13,2,Current,0.081,1730.0,0.463,Medium,No,invoice integration training security security integration risk procurement procurement pilot pilot
ACC0035175,Starter,Healthcare,SMB,North America,Hannah,2022-08-26 00:00:00,2022-08-29 00:00:00,389,325,2,31,6,Current,0.591,1704.0,0.835,Low,No,integration risk training pilot pilot security security invoice
ACC0028353,Growth,Retail,Mid-Market,APAC,Marcus,2024-02-16 00:00:00,2024-08-13 00:00:00,164,17,7,49,11,Late,0.05,1854.0,0.104,Medium,No,renewal pilot seat-expansion seat-expansion renewal procurement security risk procurement integration renewal
ACC0015329,Starter,Finance,SMB,LATAM,Elena,2024-03-30 00:00:00,2024-04-25 00:00:00,157,25,1,-22,7,Current,0.308,3479.0,0.159,Medium,No,pilot seat-expansion risk security risk procurement seat-expansion risk security procurement procurement renewal
ACC0028540,Pro,Media,SMB,North America,Priya,2024-05-10 00:00:00,2024-11-27 00:00:00,44,149,5,77,8,Current,0.787,7900.0,1.0,Low,Yes,pilot training invoice integration training training seat-expansion pilot
ACC0004779,Pro,Manufacturing,Mid-Market,EMEA,Elena,2022-06-15 00:00:00,2022-07-25 00:00:00,177,122,2,-40,7,Late,0.238,4984.0,0.689,High,No,risk integration renewal invoice seat-expansion procurement invoice procurement
ACC0015619,Starter,Finance,SMB,EMEA,Diego,2023-06-18 00:00:00,2023-11-01 00:00:00,125,143,1,24,6,Current,0.822,594.0,1.0,Low,Yes,procurement security pilot security security risk renewal
ACC0033515,Enterprise,Healthcare,Mid-Market,APAC,Marcus,2024-02-11 00:00:00,2024-07-09 00:00:00,290,57,3,47,3,Current,0.636,848.0,0.197,Low,No,procurement seat-expansion invoice renewal pilot procurement security
ACC0014736,Starter,Retail,Mid-Market,North America,Priya,2022-07-03 00:00:00,2022-12-30 00:00:00,151,69,3,66,8,Current,0.117,4643.0,0.457,Medium,No,pilot training procurement integration risk procurement training risk invoice training
ACC0037041,Pro,Finance,SMB,North America,Priya,2023-12-29 00:00:00,2024-02-05 00:00:00,177,164,0,71,4,Escalated,0.486,4178.0,0.927,Medium,No,security security procurement renewal seat-expansion integration training renewal procurement renewal
ACC0012818,Growth,Retail,Mid-Market,EMEA,Hannah,2024-03-11 00:00:00,2024-12-03 00:00:00,327,135,0,20,6,Current,0.749,1691.0,0.413,Low,No,seat-expansion invoice invoice security pilot security
ACC0023490,Starter,Retail,Mid-Market,North America,Grace,2022-02-13 00:00:00,2022-04-11 00:00:00,294,357,5,0,8,Current,0.521,3136.0,1.0,Low,No,integration pilot procurement training integration renewal pilot security
ACC0013050,Growth,Finance,SMB,EMEA,Priya,2022-12-23 00:00:00,2023-08-26 00:00:00,22,215,3,56,4,Current,0.912,5922.0,1.0,Low,Yes,seat-expansion training risk renewal security pilot pilot training integration risk integration integration
ACC0006040,Growth,Manufacturing,Enterprise,APAC,Grace,2022-03-13 00:00:00,2022-08-01 00:00:00,339,249,4,64,9,Current,0.112,4346.0,0.735,High,No,integration invoice procurement invoice seat-expansion pilot risk security integration pilot risk security
ACC0005412,Growth,Manufacturing,SMB,EMEA,Elena,2023-09-11 00:00:00,2023-11-05 00:00:00,458,286,1,49,12,Current,0.18,4574.0,0.624,Medium,No,procurement security invoice invoice pilot seat-expansion risk training seat-expansion risk pilot renewal
ACC0015482,Starter,Finance,Mid-Market,EMEA,Priya,2022-09-28 00:00:00,2023-08-24 00:00:00,96,110,5,83,3,Current,0.248,3506.0,1.0,High,No,integration integration training procurement procurement pilot
ACC0010229,Growth,Media,SMB,North America,Grace,2024-05-13 00:00:00,2024-07-04 00:00:00,28,68,1,-37,8,Current,0.095,42041.0,1.0,High,No,risk pilot procurement risk pilot invoice
ACC0010877,Growth,Retail,SMB,North America,Hannah,2023-11-22 00:00:00,2024-07-05 00:00:00,257,265,4,-18,12,Current,0.617,2922.0,1.0,Medium,No,integration renewal invoice training renewal security pilot
ACC0004236,Growth,Finance,SMB,North America,Diego,2024-02-16 00:00:00,2024-11-05 00:00:00,218,356,3,90,5,Late,0.223,10119.0,1.0,Medium,No,integration pilot seat-expansion security security invoice training
ACC0005020,Growth,Media,Enterprise,APAC,Elena,2023-10-01 00:00:00,2023-11-07 00:00:00,185,345,3,-22,1,Current,0.807,17361.0,1.0,High,No,integration security training renewal integration procurement training seat-expansion risk invoice invoice seat-expansion
ACC0028765,Starter,Retail,Mid-Market,North America,Marcus,2022-10-29 00:00:00,2023-10-01 00:00:00,28,108,5,25,4,Current,0.985,5447.0,1.0,Low,Yes,integration pilot seat-expansion renewal integration invoice integration security
ACC0004872,Growth,Media,SMB,APAC,Diego,2022-03-18 00:00:00,2022-06-25 00:00:00,142,182,4,85,10,Current,0.076,2655.0,1.0,Medium,No,procurement training renewal pilot training training risk seat-expansion pilot
ACC0033777,Starter,Healthcare,Mid-Market,APAC,Grace,2023-12-22 00:00:00,2024-05-19 00:00:00,136,117,1,60,10,Current,0.794,4393.0,0.86,Low,Yes,training risk procurement security invoice procurement risk renewal procurement security integration integration
ACC0020584,Starter,Education,Mid-Market,EMEA,Elena,2022-12-02 00:00:00,2023-03-22 00:00:00,364,14,2,10,2,Current,0.41,1745.0,0.038,Low,No,risk renewal invoice renewal risk
ACC0017216,Starter,Education,SMB,EMEA,Diego,2023-08-21 00:00:00,2024-05-24 00:00:00,228,336,4,40,5,Current,0.527,5960.0,1.0,Low,No,pilot renewal procurement security security seat-expansion security seat-expansion risk renewal pilot renewal
ACC0013477,Starter,Media,SMB,North America,Hannah,2023-05-30 00:00:00,2023-11-28 00:00:00,313,340,2,-25,4,Late,0.917,8302.0,1.0,High,No,seat-expansion training procurement pilot training risk
ACC0004247,Pro,Media,Mid-Market,North America,Elena,2023-06-11 00:00:00,2024-06-04 00:00:00,201,328,1,-41,11,Late,0.189,1461.0,1.0,High,No,training procurement risk seat-expansion renewal renewal
ACC0028509,Growth,Finance,SMB,North America,Hannah,2024-02-19 00:00:00,2024-06-20 00:00:00,210,122,5,-24,3,Current,0.377,5656.0,0.581,High,No,pilot integration pilot seat-expansion security pilot pilot procurement integration invoice integration
ACC0019213,Pro,Manufacturing,Mid-Market,North America,Priya,2023-09-14 00:00:00,2024-01-14 00:00:00,153,231,5,-37,8,Current,0.615,1991.0,1.0,High,No,pilot seat-expansion renewal renewal procurement pilot pilot
ACC0021882,Starter,Media,Mid-Market,EMEA,Priya,2022-05-20 00:00:00,2022-10-07 00:00:00,40,213,2,4,2,Current,0.489,460.0,1.0,Low,No,integration pilot procurement procurement renewal invoice procurement pilot
ACC0029658,Growth,Manufacturing,SMB,North America,Diego,2022-10-01 00:00:00,2023-09-08 00:00:00,127,21,7,13,9,Current,0.213,9606.0,0.165,High,No,security risk integration renewal invoice seat-expansion integration integration training invoice pilot invoice
ACC0015465,Pro,Retail,SMB,EMEA,Hannah,2022-07-17 00:00:00,2023-04-22 00:00:00,343,231,1,-7,7,Current,0.098,6245.0,0.673,High,No,invoice integration procurement training procurement training
ACC0026585,Starter,Manufacturing,SMB,EMEA,Diego,2022-07-23 00:00:00,2023-01-26 00:00:00,210,191,4,-44,9,Current,0.069,3914.0,0.91,Medium,No,invoice integration invoice procurement risk integration
ACC0023657,Starter,Manufacturing,SMB,APAC,Diego,2024-01-28 00:00:00,2024-10-01 00:00:00,379,8,5,-4,10,Current,0.211,1349.0,0.021,Medium,No,renewal training security procurement invoice seat-expansion renewal procurement training training security
ACC0010636,Growth,Finance,SMB,North America,Diego,2024-04-04 00:00:00,2024-12-16 00:00:00,268,185,6,72,3,Current,0.185,1347.0,0.69,High,No,invoice pilot integration security seat-expansion security invoice
ACC0027273,Starter,Manufacturing,SMB,EMEA,Priya,2023-01-25 00:00:00,2023-08-11 00:00:00,283,240,4,56,5,Current,0.959,5881.0,0.848,Low,Yes,pilot procurement renewal invoice renewal
ACC0004298,Growth,Retail,Mid-Market,EMEA,Hannah,2022-07-04 00:00:00,2023-01-19 00:00:00,271,330,5,-31,6,Current,0.821,3012.0,1.0,Medium,No,risk integration security security training training risk
ACC0004437,Pro,Media,SMB,North America,Grace,2023-04-08 00:00:00,2024-01-17 00:00:00,323,195,3,78,5,Current,0.354,6713.0,0.604,Low,No,risk security security security integration training integration seat-expansion invoice renewal risk renewal
ACC0023674,Starter,Finance,Mid-Market,North America,Grace,2023-08-02 00:00:00,2023-11-29 00:00:00,139,186,3,-46,11,Current,0.344,5605.0,1.0,Medium,No,renewal procurement risk renewal invoice security integration
ACC0036939,Pro,Healthcare,Mid-Market,North America,Marcus,2024-04-13 00:00:00,2025-02-27 00:00:00,65,193,6,-46,6,Current,0.409,1651.0,1.0,High,No,security procurement risk procurement renewal seat-expansion security renewal risk integration pilot
ACC0018716,Pro,Media,SMB,EMEA,Elena,2023-10-08 00:00:00,2023-12-17 00:00:00,489,319,1,-44,9,Current,0.635,2502.0,0.652,High,No,procurement invoice training pilot pilot training risk security
ACC0012667,Growth,Healthcare,Mid-Market,North America,Grace,2023-08-21 00:00:00,2024-02-13 00:00:00,174,83,3,45,11,Current,0.641,617.0,0.477,Low,No,renewal security integration integration pilot renewal
ACC0005676,Growth,Manufacturing,Enterprise,North America,Priya,2024-03-04 00:00:00,2024-03-12 00:00:00,242,115,0,73,2,Current,0.273,3848.0,0.475,Low,No,renewal seat-expansion integration risk procurement seat-expansion seat-expansion renewal pilot renewal risk training
ACC0022265,Pro,Manufacturing,Mid-Market,North America,Priya,2022-04-13 00:00:00,2022-12-14 00:00:00,45,174,3,30,8,Current,0.836,1462.0,1.0,Low,Yes,security risk risk seat-expansion training pilot renewal
ACC0024398,Growth,Finance,Mid-Market,North America,Marcus,2022-03-26 00:00:00,2022-06-14 00:00:00,478,137,4,-13,5,Current,0.656,3028.0,0.287,High,No,pilot security pilot training seat-expansion invoice procurement
ACC0028004,Starter,Finance,SMB,LATAM,Diego,2023-08-27 00:00:00,2023-10-10 00:00:00,304,184,2,63,9,Current,0.775,3607.0,0.605,Low,Yes,training risk invoice risk procurement invoice integration invoice
ACC0022302,Starter,Finance,Enterprise,North America,Elena,2023-06-19 00:00:00,2023-11-30 00:00:00,248,326,2,17,1,Current,0.848,14161.0,1.0,Low,No,renewal seat-expansion renewal procurement procurement training pilot renewal risk procurement seat-expansion
ACC0035668,Enterprise,Retail,Enterprise,North America,Diego,2023-04-15 00:00:00,2023-09-21 00:00:00,336,260,2,27,3,Current,0.164,1910.0,0.774,Medium,No,security renewal procurement renewal training invoice procurement risk security renewal procurement
ACC0004442,Growth,Healthcare,Mid-Market,North America,Diego,2022-09-15 00:00:00,2023-05-22 00:00:00,333,5,2,77,12,Current,0.95,1145.0,0.015,Low,Yes,risk risk security procurement seat-expansion invoice integration risk
ACC0012120,Enterprise,Healthcare,SMB,North America,Diego,2024-03-27 00:00:00,2024-10-02 00:00:00,352,52,2,-34,9,Current,0.598,10428.0,0.148,Medium,No,security invoice procurement security renewal integration integration training
ACC0024811,Pro,Education,Mid-Market,North America,Diego,2023-05-03 00:00:00,2023-06-08 00:00:00,315,89,4,71,2,Current,0.296,995.0,0.283,Low,No,procurement training seat-expansion procurement integration renewal seat-expansion integration
ACC0036081,Starter,Manufacturing,Enterprise,North America,Diego,2023-07-11 00:00:00,2023-09-04 00:00:00,461,232,3,28,1,Current,0.064,2413.0,0.503,Medium,No,seat-expansion pilot risk training integration renewal pilot seat-expansion renewal pilot invoice training
ACC0005869,Starter,Education,SMB,EMEA,Marcus,2024-02-20 00:00:00,2024-10-08 00:00:00,122,283,2,93,2,Current,0.609,2031.0,1.0,Low,No,risk risk pilot seat-expansion integration integration risk procurement procurement
ACC0015938,Pro,Manufacturing,SMB,North America,Priya,2024-03-14 00:00:00,2024-11-02 00:00:00,324,260,3,-25,10,Late,0.788,6481.0,0.802,High,No,seat-expansion security pilot seat-expansion renewal risk seat-expansion seat-expansion renewal seat-expansion seat-expansion invoice
ACC0017572,Pro,Retail,SMB,North America,Marcus,2022-07-05 00:00:00,2023-01-12 00:00:00,158,187,2,-4,2,Late,0.177,928.0,1.0,High,No,seat-expansion security seat-expansion risk invoice security training invoice
ACC0011581,Pro,Media,SMB,North America,Priya,2022-11-02 00:00:00,2023-02-15 00:00:00,9,335,6,33,3,Current,0.912,45348.0,1.0,Low,Yes,training renewal invoice procurement integration pilot security security renewal pilot risk
ACC0036286,Pro,Retail,SMB,North America,Priya,2022-08-02 00:00:00,2023-03-22 00:00:00,416,32,2,60,12,Current,0.461,2767.0,0.077,Low,No,seat-expansion integration renewal training pilot procurement
ACC0028511,Growth,Manufacturing,Enterprise,North America,Grace,2022-01-09 00:00:00,2022-06-03 00:00:00,499,341,1,56,3,Current,0.188,4513.0,0.683,High,No,training security pilot invoice renewal invoice integration renewal security procurement
ACC0036661,Pro,Retail,Enterprise,APAC,Marcus,2024-03-09 00:00:00,2024-06-06 00:00:00,21,155,6,0,2,Current,0.648,3421.0,1.0,Low,No,renewal training renewal procurement pilot procurement risk training training integration
ACC0005776,Growth,Retail,Mid-Market,EMEA,Diego,2022-12-17 00:00:00,2023-09-28 00:00:00,432,223,2,-6,1,Current,0.34,11075.0,0.516,Medium,No,seat-expansion risk seat-expansion training training integration pilot risk
ACC0020619,Growth,Education,SMB,EMEA,Elena,2023-02-27 00:00:00,2023-12-26 00:00:00,169,325,2,-46,11,Current,0.404,2779.0,1.0,Medium,No,renewal security procurement training integration training risk pilot security
ACC0024267,Starter,Manufacturing,SMB,North America,Priya,2023-01-19 00:00:00,2023-06-17 00:00:00,352,107,3,94,5,Escalated,0.328,13687.0,0.304,Medium,No,seat-expansion invoice renewal risk training renewal
ACC0032694,Starter,Manufacturing,SMB,EMEA,Elena,2024-05-22 00:00:00,2024-06-17 00:00:00,274,83,4,-5,5,Current,0.616,5799.0,0.303,Medium,No,training procurement integration renewal integration risk
ACC0022691,Growth,Manufacturing,SMB,EMEA,Diego,2024-03-20 00:00:00,2024-12-26 00:00:00,101,297,9,11,1,Current,0.669,3553.0,1.0,Low,No,invoice renewal risk procurement seat-expansion risk training security security risk
ACC0028366,Starter,Manufacturing,Mid-Market,North America,Hannah,2024-01-25 00:00:00,2024-07-11 00:00:00,354,175,6,68,2,Current,0.155,12889.0,0.494,Medium,No,renewal security seat-expansion invoice risk risk security procurement security security integration
ACC0006050,Growth,Media,Mid-Market,EMEA,Diego,2022-02-04 00:00:00,2022-06-11 00:00:00,154,114,1,73,7,Current,0.962,3911.0,0.74,Low,Yes,invoice risk invoice training seat-expansion integration integration procurement renewal risk procurement security
ACC0005406,Starter,Manufacturing,SMB,EMEA,Hannah,2023-12-19 00:00:00,2024-06-07 00:00:00,393,308,6,-8,8,Late,0.528,2714.0,0.784,Medium,No,security integration renewal risk seat-expansion pilot security invoice pilot procurement renewal
ACC0005883,Starter,Retail,Enterprise,APAC,Elena,2022-06-13 00:00:00,2022-12-31 00:00:00,79,263,4,24,4,Current,0.213,2457.0,1.0,Medium,No,integration procurement invoice risk security seat-expansion pilot pilot pilot renewal renewal
ACC0025489,Growth,Healthcare,Mid-Market,North America,Priya,2022-11-23 00:00:00,2023-09-17 00:00:00,414,150,4,53,6,Current,0.453,2314.0,0.362,Low,No,training pilot training training procurement procurement training invoice integration seat-expansion risk risk
ACC0037597,Starter,Finance,SMB,North America,Priya,2022-11-14 00:00:00,2023-01-11 00:00:00,110,273,5,94,8,Current,0.077,3898.0,1.0,Medium,No,invoice invoice seat-expansion invoice invoice procurement
ACC0021827,Growth,Finance,SMB,North America,Diego,2023-11-11 00:00:00,2024-09-17 00:00:00,236,119,2,58,7,Current,0.613,797.0,0.504,Low,No,seat-expansion renewal integration risk procurement renewal seat-expansion invoice procurement training risk training
ACC0004954,Pro,Media,SMB,North America,Priya,2022-09-26 00:00:00,2022-11-22 00:00:00,434,141,2,20,2,Current,0.627,3375.0,0.325,Low,No,procurement seat-expansion pilot procurement risk risk training
ACC0005050,Starter,Finance,SMB,North America,Priya,2023-03-01 00:00:00,2023-09-11 00:00:00,60,355,0,33,5,Current,0.832,3371.0,1.0,Low,Yes,training procurement training procurement pilot security risk seat-expansion integration risk risk
ACC0017189,Pro,Finance,SMB,North America,Marcus,2024-05-16 00:00:00,2025-02-07 00:00:00,274,231,4,-5,7,Escalated,0.289,1845.0,0.843,High,No,seat-expansion invoice security invoice procurement risk procurement integration pilot security risk
ACC0010522,Growth,Manufacturing,SMB,APAC,Hannah,2023-05-29 00:00:00,2024-05-11 00:00:00,52,55,0,17,11,Current,0.246,8185.0,1.0,Medium,No,seat-expansion invoice security training procurement renewal pilot training invoice
ACC0015100,Starter,Healthcare,SMB,LATAM,Diego,2022-02-01 00:00:00,2022-03-20 00:00:00,205,62,4,34,5,Current,0.625,4180.0,0.302,Low,No,integration procurement training pilot invoice procurement invoice pilot invoice
ACC0021230,Starter,Healthcare,SMB,North America,Elena,2022-03-08 00:00:00,2023-01-06 00:00:00,107,233,3,-39,1,Current,0.901,2527.0,1.0,Medium,No,procurement invoice training procurement seat-expansion procurement invoice
ACC0019003,Pro,Retail,Mid-Market,EMEA,Hannah,2023-12-29 00:00:00,2024-07-26 00:00:00,431,118,0,15,12,Current,0.81,12091.0,0.274,Low,No,security risk pilot renewal procurement training
ACC0016448,Growth,Media,SMB,LATAM,Hannah,2023-01-14 00:00:00,2023-07-30 00:00:00,17,333,1,20,4,Current,0.875,6760.0,1.0,Low,No,procurement risk integration integration procurement invoice
ACC0010494,Pro,Retail,SMB,LATAM,Priya,2024-03-15 00:00:00,2024-11-02 00:00:00,267,355,5,54,12,Current,0.219,3424.0,1.0,Medium,No,seat-expansion renewal procurement renewal invoice risk integration seat-expansion seat-expansion pilot procurement
ACC0035108,Starter,Media,SMB,North America,Priya,2024-01-19 00:00:00,2024-04-03 00:00:00,11,4,5,68,7,Current,0.603,6751.0,0.364,Low,No,renewal integration security invoice seat-expansion invoice
ACC0023524,Starter,Education,SMB,North America,Priya,2022-09-20 00:00:00,2022-11-21 00:00:00,26,353,4,35,12,Current,0.106,5727.0,1.0,High,No,security procurement procurement security pilot risk seat-expansion integration training procurement
ACC0019152,Enterprise,Media,Enterprise,EMEA,Grace,2022-04-15 00:00:00,2022-05-14 00:00:00,359,121,2,-37,7,Current,0.851,2081.0,0.337,Medium,No,seat-expansion invoice invoice invoice invoice seat-expansion procurement risk training
ACC0020591,Growth,Retail,Mid-Market,APAC,Hannah,2022-10-29 00:00:00,2023-06-26 00:00:00,137,345,3,73,5,Current,0.809,1431.0,1.0,Low,Yes,procurement integration renewal renewal integration training procurement seat-expansion seat-expansion risk
ACC0005149,Starter,Media,Mid-Market,North America,Diego,2024-01-29 00:00:00,2024-06-23 00:00:00,298,73,4,15,9,Current,0.745,6659.0,0.245,Low,No,security seat-expansion seat-expansion security training
ACC0026201,Pro,Healthcare,SMB,North America,Priya,2022-10-25 00:00:00,2023-03-28 00:00:00,370,111,2,-30,10,Late,0.616,1949.0,0.3,Medium,No,seat-expansion integration renewal security renewal risk renewal invoice pilot
ACC0021024,Starter,Healthcare,SMB,APAC,Priya,2023-08-13 00:00:00,2024-07-20 00:00:00,396,247,4,-8,12,Current,0.279,7018.0,0.624,High,No,seat-expansion integration invoice integration invoice invoice training risk security
ACC0024842,Pro,Retail,SMB,APAC,Hannah,2023-06-24 00:00:00,2023-11-17 00:00:00,14,196,1,82,12,Current,0.689,10517.0,1.0,Low,Yes,training invoice integration training risk invoice seat-expansion risk
ACC0035276,Pro,Manufacturing,SMB,LATAM,Grace,2024-06-18 00:00:00,2024-12-23 00:00:00,38,229,1,-39,3,Current,0.519,3094.0,1.0,High,No,training training security risk invoice pilot training renewal invoice procurement
ACC0029381,Growth,Retail,Enterprise,EMEA,Hannah,2023-02-02 00:00:00,2023-08-30 00:00:00,481,244,3,36,6,Current,0.174,2492.0,0.507,High,No,seat-expansion procurement pilot training risk seat-expansion risk integration
ACC0004183,Enterprise,Media,Mid-Market,North America,Grace,2023-07-30 00:00:00,2023-11-29 00:00:00,270,95,5,-21,12,Current,0.952,10948.0,0.352,Medium,No,seat-expansion procurement training procurement invoice seat-expansion risk
ACC0034839,Starter,Education,SMB,EMEA,Diego,2023-09-27 00:00:00,2023-12-26 00:00:00,448,206,6,12,1,Current,0.139,6565.0,0.46,Medium,No,seat-expansion integration invoice integration risk invoice invoice seat-expansion procurement integration security
ACC0005605,Growth,Finance,SMB,APAC,Grace,2023-05-07 00:00:00,2024-02-10 00:00:00,146,158,4,46,8,Current,0.734,1815.0,1.0,Low,Yes,training security procurement training invoice procurement
ACC0005583,Starter,Healthcare,Mid-Market,North America,Elena,2022-09-17 00:00:00,2023-03-10 00:00:00,479,347,2,-36,2,Current,0.857,1896.0,0.724,Medium,No,pilot integration invoice renewal risk renewal invoice training renewal
ACC0036355,Starter,Finance,Enterprise,LATAM,Elena,2023-10-12 00:00:00,2023-12-07 00:00:00,163,229,0,40,9,Current,0.947,10716.0,1.0,Low,Yes,risk procurement seat-expansion renewal pilot security seat-expansion pilot renewal training procurement
ACC0005070,Growth,Media,Mid-Market,North America,Grace,2022-08-20 00:00:00,2022-12-27 00:00:00,368,95,5,25,2,Current,0.702,1715.0,0.258,Low,Yes,security pilot pilot renewal renewal security security invoice training
ACC0036111,Growth,Healthcare,Enterprise,North America,Hannah,2022-07-31 00:00:00,2023-05-26 00:00:00,447,299,0,81,4,Current,0.522,2478.0,0.669,Low,No,pilot training security renewal renewal pilot seat-expansion renewal invoice risk seat-expansion procurement
ACC0027652,Growth,Media,Mid-Market,North America,Marcus,2024-03-11 00:00:00,2025-03-05 00:00:00,11,237,4,-27,2,Current,0.329,2415.0,1.0,Medium,No,renewal risk risk pilot training renewal integration security
ACC0004722,Starter,Education,SMB,North America,Grace,2022-08-16 00:00:00,2023-05-04 00:00:00,348,376,3,50,5,Escalated,0.69,1248.0,1.0,High,Yes,invoice procurement training renewal risk seat-expansion security renewal training procurement
ACC0004364,Starter,Education,SMB,EMEA,Elena,2022-09-14 00:00:00,2023-05-08 00:00:00,383,121,5,20,12,Current,0.742,8917.0,0.316,Low,No,security security security risk security risk integration renewal pilot training
ACC0018425,Starter,Education,SMB,APAC,Marcus,2022-07-30 00:00:00,2022-10-15 00:00:00,493,149,1,-18,4,Current,0.196,14407.0,0.302,High,No,security integration procurement pilot security
ACC0029094,Starter,Media,SMB,APAC,Grace,2023-11-15 00:00:00,2024-03-16 00:00:00,448,264,3,88,9,Current,0.639,4909.0,0.589,Low,No,procurement security procurement training security training seat-expansion procurement invoice
ACC0020050,Starter,Manufacturing,SMB,North America,Hannah,2023-05-20 00:00:00,2023-08-09 00:00:00,174,1,2,54,8,Current,0.433,4357.0,0.006,Low,No,integration seat-expansion renewal renewal training procurement pilot security invoice procurement integration integration
ACC0023747,Starter,Healthcare,SMB,North America,Hannah,2022-02-06 00:00:00,2022-06-12 00:00:00,164,252,6,3,10,Current,0.204,5817.0,1.0,High,No,seat-expansion training integration procurement invoice renewal procurement procurement
ACC0018518,Pro,Media,SMB,APAC,Grace,2022-05-18 00:00:00,2022-12-27 00:00:00,391,24,5,33,2,Late,0.965,2644.0,0.061,Medium,Yes,invoice training security security renewal pilot risk invoice security integration seat-expansion
ACC0022643,Starter,Healthcare,SMB,North America,Elena,2023-11-09 00:00:00,2024-11-03 00:00:00,350,318,13,-12,3,Late,0.751,2062.0,0.909,Medium,No,invoice pilot renewal invoice security risk seat-expansion risk
