order_id,customer_id,order_timestamp,region,channel,category,product_family,sales_rep,quantity,list_price,discount_pct,shipping_days,returned,csat_score,promo_code,gross_revenue,net_revenue,cost,margin,notes
ORD0008143,17564,2024-09-05 15:00:00,West,Mobile,Outdoor,Core,Ava,6,39.2,0.05,7,No,5,NONE,235.2,223.44,105.43,118.01,premium gift late late upgrade premium reorder premium gift damaged coupon late
ORD0012706,46624,2024-06-20 06:00:00,West,Mobile,Beauty,Clearance,Maya,2,26.09,0.0,3,No,4,BFCM,52.18,52.18,32.48,19.7,holiday damaged damaged upgrade bundle late gift upgrade premium late upgrade
ORD0036701,34334,2024-04-22 20:00:00,Midwest,Web,Groceries,Seasonal,Emma,3,38.62,0.1,5,No,1,WELCOME,115.86,104.27,83.81,20.46,late premium upgrade premium priority late gift upgrade bundle late
ORD0041752,80319,2024-03-22 07:00:00,Northeast,Mobile,Outdoor,Core,Lucas,4,10.97,0.0,4,No,4,NONE,43.88,43.88,31.0,12.88,reorder coupon bundle holiday reorder priority
ORD0015028,23511,2024-08-28 07:00:00,Midwest,Web,Beauty,Core,Noah,1,50.59,0.0,2,No,3,NONE,50.59,50.59,25.48,25.11,coupon premium upgrade holiday upgrade bundle priority upgrade
ORD0014577,35472,2024-09-15 02:00:00,West,Mobile,Outdoor,Seasonal,James,2,113.73,0.2,2,No,5,VIP10,227.46,181.97,112.18,69.79,damaged upgrade late holiday damaged premium upgrade
ORD0024966,28367,2024-10-29 17:00:00,Northeast,Web,Beauty,Clearance,Noah,6,22.61,0.0,2,No,3,NONE,135.66,135.66,103.2,32.46,holiday reorder premium holiday coupon late
ORD0035803,68645,2024-02-09 02:00:00,Northeast,Mobile,Outdoor,Core,Lucas,1,11.74,0.0,2,No,4,NONE,11.74,11.74,5.62,6.12,holiday reorder upgrade bundle holiday gift coupon premium gift damaged premium upgrade
ORD0010175,62899,2024-07-05 08:00:00,West,Mobile,Home,Core,Lucas,8,21.11,0.0,2,No,3,NONE,168.88,168.88,127.76,41.12,late damaged reorder gift gift upgrade holiday damaged premium coupon
ORD0010456,47127,2024-04-08 21:00:00,Northeast,Web,Groceries,Premium,Ava,2,43.66,0.15,4,No,4,NONE,87.32,74.22,36.7,37.52,priority upgrade priority damaged damaged coupon bundle upgrade bundle upgrade
ORD0027296,47804,2024-12-03 01:00:00,South,Marketplace,Apparel,Core,Ava,3,42.63,0.2,1,No,3,WELCOME,127.89,102.31,49.06,53.25,priority upgrade coupon holiday premium upgrade priority damaged late bundle bundle
ORD0010621,25387,2024-05-16 12:00:00,West,Retail,Groceries,Clearance,James,7,34.25,0.1,2,No,5,NONE,239.75,215.78,124.25,91.53,holiday late upgrade priority reorder priority bundle reorder gift
ORD0006334,72027,2024-11-20 15:00:00,Midwest,Mobile,Electronics,Premium,Maya,1,29.04,0.0,1,No,5,NONE,29.04,29.04,22.2,6.84,damaged gift premium holiday bundle reorder
ORD0035652,25542,2024-08-16 06:00:00,South,Marketplace,Apparel,Core,Sophia,7,49.02,0.05,2,No,5,NONE,343.14,325.98,250.11,75.87,reorder priority upgrade coupon upgrade
ORD0011567,24813,2024-01-29 01:00:00,Northeast,Web,Beauty,Premium,Maya,2,8.06,0.0,4,No,5,VIP10,16.12,16.12,8.9,7.22,coupon late late premium damaged priority premium damaged premium
ORD0006302,56948,2024-10-22 15:00:00,Northeast,Web,Apparel,Clearance,Lucas,2,31.37,0.0,6,No,2,NONE,62.74,62.74,40.44,22.3,priority holiday premium bundle priority gift
ORD0007126,99214,2024-02-12 12:00:00,South,Web,Toys,Premium,Emma,3,16.45,0.0,2,No,4,NONE,49.35,49.35,28.65,20.7,holiday priority damaged holiday holiday
ORD0007457,60085,2024-02-21 01:00:00,South,Web,Beauty,Core,Ava,8,33.73,0.0,2,No,4,WELCOME,269.84,269.84,222.97,46.87,reorder upgrade gift bundle upgrade priority coupon coupon gift bundle damaged
ORD0007489,34750,2024-07-09 03:00:00,Northeast,Mobile,Toys,Clearance,Lucas,4,51.17,0.15,3,No,4,NONE,204.68,173.98,103.05,70.93,late upgrade upgrade upgrade coupon
ORD0011120,37700,2024-12-19 09:00:00,South,Mobile,Apparel,Core,James,8,40.16,0.1,4,No,5,NONE,321.28,289.15,174.82,114.33,gift late damaged premium damaged bundle bundle gift
ORD0018923,67718,2024-12-21 18:00:00,Northeast,Mobile,Beauty,Seasonal,Noah,8,27.74,0.0,3,No,5,NONE,221.92,221.92,179.06,42.86,upgrade bundle damaged coupon bundle bundle
ORD0038101,85119,2024-03-12 21:00:00,Northeast,Marketplace,Home,Premium,Ava,8,26.81,0.1,6,No,3,NONE,214.48,193.03,145.99,47.04,coupon priority late bundle holiday upgrade premium
ORD0025195,71366,2024-07-09 05:00:00,South,Retail,Groceries,Clearance,Lucas,7,35.6,0.2,7,No,2,NONE,249.2,199.36,134.85,64.51,late damaged coupon damaged holiday priority priority
ORD0040741,42759,2024-11-01 06:00:00,South,Marketplace,Toys,Clearance,Noah,4,10.63,0.0,4,No,4,NONE,42.52,42.52,31.33,11.19,gift bundle coupon gift coupon damaged
ORD0022431,29545,2024-01-02 20:00:00,West,Mobile,Toys,Premium,Liam,1,13.5,0.0,1,No,4,BFCM,13.5,13.5,10.59,2.91,reorder late late holiday priority coupon premium
ORD0014233,94333,2024-07-25 00:00:00,South,Web,Electronics,Core,James,1,30.51,0.2,1,No,4,NONE,30.51,24.41,14.31,10.1,bundle coupon late premium holiday holiday priority coupon holiday bundle
ORD0022869,34483,2024-11-15 20:00:00,South,Marketplace,Outdoor,Core,James,3,36.56,0.2,3,No,5,NONE,109.68,87.74,48.56,39.18,gift gift bundle damaged reorder reorder reorder bundle upgrade coupon holiday coupon
ORD0006751,35785,2024-09-27 14:00:00,South,Web,Outdoor,Premium,James,2,43.94,0.15,2,No,2,NONE,87.88,74.7,37.22,37.48,upgrade damaged bundle gift late gift gift priority holiday
ORD0031914,36179,2024-11-20 20:00:00,Northeast,Retail,Groceries,Seasonal,Noah,7,12.82,0.0,2,No,5,NONE,89.74,89.74,55.94,33.8,coupon priority premium holiday upgrade
ORD0007064,50624,2024-05-21 18:00:00,South,Web,Beauty,Core,Liam,7,25.73,0.0,5,No,5,NONE,180.11,180.11,147.08,33.03,priority holiday late bundle gift holiday
ORD0010998,42215,2024-12-30 04:00:00,West,Mobile,Toys,Premium,James,1,28.61,0.2,6,No,4,WELCOME,28.61,22.89,11.95,10.94,coupon late late reorder damaged reorder damaged premium reorder reorder gift
ORD0006219,64171,2024-06-15 19:00:00,Midwest,Mobile,Electronics,Seasonal,Liam,2,46.68,0.2,3,Yes,5,NONE,93.36,74.69,43.88,30.81,coupon damaged bundle damaged damaged coupon damaged bundle priority coupon
ORD0021327,33392,2024-07-16 11:00:00,South,Mobile,Toys,Seasonal,Noah,6,28.19,0.05,3,No,4,NONE,169.14,160.68,112.89,47.79,priority reorder reorder gift gift reorder gift reorder
ORD0006806,30176,2024-09-01 20:00:00,Midwest,Web,Toys,Core,Emma,6,15.82,0.2,4,No,4,NONE,94.92,75.94,42.35,33.59,priority gift holiday premium upgrade upgrade coupon holiday upgrade gift
ORD0006694,59321,2024-02-09 05:00:00,Northeast,Mobile,Home,Premium,Maya,8,65.39,0.15,3,No,4,SPRING24,523.12,444.65,315.44,129.21,upgrade late gift damaged holiday late upgrade
ORD0018172,92463,2024-03-08 22:00:00,South,Web,Outdoor,Clearance,James,3,17.43,0.15,4,No,2,SPRING24,52.29,44.45,29.93,14.52,gift reorder premium holiday gift bundle reorder gift premium premium priority
ORD0038593,24180,2024-04-28 10:00:00,West,Web,Toys,Clearance,Maya,5,34.69,0.05,6,No,4,VIP10,173.45,164.78,111.66,53.12,reorder bundle premium upgrade coupon holiday priority reorder coupon
ORD0029633,27343,2024-01-05 18:00:00,South,Mobile,Groceries,Core,Noah,2,63.39,0.0,3,No,4,NONE,126.78,126.78,94.96,31.82,premium priority reorder coupon priority holiday damaged
ORD0006844,45238,2024-01-19 20:00:00,West,Web,Outdoor,Core,Noah,3,32.35,0.0,6,Yes,3,NONE,97.05,97.05,55.03,42.02,priority priority late reorder gift bundle priority reorder coupon bundle
ORD0034245,82612,2024-10-23 19:00:00,West,Mobile,Apparel,Premium,Emma,7,43.92,0.0,4,No,5,SPRING24,307.44,307.44,208.02,99.42,damaged late damaged late priority
ORD0007254,27836,2024-02-27 22:00:00,West,Mobile,Toys,Core,Sophia,5,85.64,0.1,1,No,3,SPRING24,428.2,385.38,203.33,182.05,damaged bundle late priority gift holiday
ORD0021422,37304,2024-11-13 01:00:00,West,Marketplace,Apparel,Core,Emma,4,56.84,0.0,3,No,3,NONE,227.36,227.36,132.7,94.66,priority late coupon late damaged holiday reorder bundle coupon premium
ORD0015325,86333,2024-08-08 16:00:00,West,Web,Electronics,Core,Lucas,2,57.32,0.05,4,No,4,NONE,114.64,108.91,81.59,27.32,gift reorder late gift bundle
ORD0021299,71937,2024-09-20 15:00:00,South,Mobile,Outdoor,Premium,Liam,6,30.85,0.15,1,No,3,NONE,185.1,157.33,83.7,73.63,coupon late reorder holiday priority upgrade gift upgrade priority upgrade damaged late
ORD0035897,11242,2024-10-11 23:00:00,West,Web,Toys,Core,Ava,1,48.01,0.15,4,No,4,NONE,48.01,40.81,30.44,10.37,upgrade bundle reorder late upgrade priority premium holiday holiday damaged late bundle
ORD0012675,76242,2024-09-27 10:00:00,Northeast,Marketplace,Groceries,Core,Sophia,6,89.84,0.2,3,No,5,WELCOME,539.04,431.23,300.49,130.74,priority bundle bundle holiday premium holiday bundle damaged
ORD0040517,11026,2024-12-14 05:00:00,South,Web,Apparel,Seasonal,Maya,1,70.62,0.0,4,No,3,SPRING24,70.62,70.62,54.56,16.06,late priority coupon gift holiday coupon coupon
ORD0010236,77398,2024-10-04 12:00:00,South,Mobile,Electronics,Premium,Ava,8,15.06,0.0,2,No,4,BFCM,120.48,120.48,89.35,31.13,coupon coupon reorder bundle bundle holiday holiday coupon bundle upgrade
ORD0035420,46026,2024-07-09 17:00:00,West,Marketplace,Apparel,Clearance,Ava,1,26.9,0.0,4,No,4,WELCOME,26.9,26.9,21.6,5.3,bundle holiday coupon upgrade gift priority reorder damaged reorder
ORD0006866,68468,2024-12-25 19:00:00,West,Web,Beauty,Premium,Noah,1,30.16,0.15,2,No,4,NONE,30.16,25.64,15.2,10.44,coupon reorder gift priority upgrade gift premium upgrade gift premium
ORD0028339,58031,2024-04-07 22:00:00,West,Web,Groceries,Seasonal,James,3,8.29,0.0,3,No,4,WELCOME,24.87,24.87,19.39,5.48,bundle coupon upgrade holiday gift gift holiday priority damaged priority
ORD0013765,27354,2024-03-29 16:00:00,South,Mobile,Toys,Core,Noah,2,31.82,0.05,3,Yes,4,NONE,63.64,60.46,33.39,27.07,priority premium late priority damaged
ORD0006511,16297,2024-04-21 03:00:00,West,Web,Groceries,Core,Noah,4,32.0,0.2,3,No,4,WELCOME,128.0,102.4,68.39,34.01,damaged upgrade gift reorder priority priority gift bundle premium priority reorder
ORD0036529,15854,2024-06-10 20:00:00,South,Web,Toys,Premium,Ava,5,33.45,0.05,7,No,3,NONE,167.25,158.89,121.81,37.08,coupon damaged upgrade late coupon
ORD0037456,98615,2024-08-31 09:00:00,Northeast,Retail,Apparel,Core,Emma,4,25.08,0.2,1,No,5,NONE,100.32,80.26,58.94,21.32,late holiday priority priority gift priority coupon reorder priority reorder coupon late
ORD0034221,32846,2024-01-09 22:00:00,South,Mobile,Groceries,Core,Lucas,7,27.4,0.15,3,No,4,SPRING24,191.8,163.03,135.1,27.93,reorder holiday reorder late upgrade bundle premium premium
ORD0017379,43988,2024-09-26 08:00:00,South,Web,Toys,Premium,Emma,3,29.75,0.0,1,No,1,NONE,89.25,89.25,71.23,18.02,priority damaged reorder premium reorder gift upgrade premium bundle upgrade bundle bundle
ORD0012443,93856,2024-04-25 23:00:00,Northeast,Web,Toys,Core,Lucas,5,45.8,0.0,3,No,4,NONE,229.0,229.0,176.42,52.58,gift holiday late reorder premium priority coupon premium premium premium reorder
ORD0020090,69011,2024-07-12 08:00:00,Midwest,Mobile,Electronics,Seasonal,Emma,2,17.37,0.1,5,No,5,NONE,34.74,31.27,15.88,15.39,upgrade priority gift late reorder priority premium bundle reorder upgrade bundle
ORD0040772,31040,2024-01-01 10:00:00,West,Web,Groceries,Premium,Noah,8,34.1,0.0,3,No,4,NONE,272.8,272.8,144.94,127.86,priority bundle gift premium gift late premium holiday premium coupon reorder reorder
ORD0032182,58529,2024-01-31 06:00:00,Midwest,Web,Home,Seasonal,Liam,3,26.44,0.05,6,No,5,NONE,79.32,75.35,37.52,37.83,reorder gift reorder upgrade damaged upgrade gift reorder damaged reorder
ORD0017146,61342,2024-01-15 12:00:00,Midwest,Web,Electronics,Core,Noah,1,12.48,0.0,3,No,5,NONE,12.48,12.48,8.13,4.35,reorder late premium holiday bundle late upgrade
ORD0006678,53916,2024-05-10 14:00:00,South,Mobile,Home,Core,James,1,40.5,0.0,7,No,3,NONE,40.5,40.5,28.02,12.48,late late upgrade gift late damaged
ORD0039870,91562,2024-12-26 08:00:00,Northeast,Web,Beauty,Clearance,Maya,4,67.21,0.0,2,No,5,WELCOME,268.84,268.84,180.53,88.31,holiday bundle reorder priority reorder coupon coupon damaged
ORD0023016,86646,2024-03-23 11:00:00,Midwest,Web,Beauty,Core,Maya,4,54.08,0.05,4,No,5,SPRING24,216.32,205.5,100.63,104.87,coupon priority upgrade upgrade bundle reorder damaged coupon
ORD0031860,34566,2024-12-28 11:00:00,South,Marketplace,Electronics,Premium,Maya,1,28.31,0.0,3,No,4,WELCOME,28.31,28.31,17.04,11.27,late premium damaged reorder premium upgrade gift premium holiday gift reorder late
ORD0034199,31654,2024-10-13 19:00:00,West,Web,Beauty,Seasonal,Maya,4,24.1,0.1,6,No,2,WELCOME,96.4,86.76,47.85,38.91,holiday late premium priority bundle coupon reorder late holiday premium holiday late
ORD0015564,92923,2024-03-08 08:00:00,Midwest,Mobile,Apparel,Premium,James,3,15.65,0.0,6,No,1,NONE,46.95,46.95,32.93,14.02,bundle premium premium premium bundle bundle gift
ORD0037119,49936,2024-07-12 19:00:00,West,Mobile,Outdoor,Core,Lucas,1,41.14,0.1,7,No,4,WELCOME,41.14,37.03,21.09,15.94,reorder coupon bundle premium late reorder gift holiday gift damaged coupon upgrade
ORD0026136,38022,2024-08-18 03:00:00,South,Web,Electronics,Core,James,2,45.91,0.05,2,No,5,NONE,91.82,87.23,58.2,29.03,damaged bundle bundle reorder upgrade late gift reorder upgrade priority coupon gift
ORD0030732,58556,2024-12-09 08:00:00,South,Web,Electronics,Core,Emma,8,81.64,0.2,2,No,3,NONE,653.12,522.5,300.26,222.24,bundle premium upgrade gift damaged late holiday premium priority premium
ORD0029802,22504,2024-09-21 13:00:00,Midwest,Mobile,Outdoor,Premium,Maya,4,42.49,0.2,4,No,5,NONE,169.96,135.97,77.45,58.52,damaged upgrade coupon premium bundle premium reorder priority holiday
ORD0006352,24448,2024-03-14 19:00:00,Midwest,Mobile,Outdoor,Core,Emma,8,21.52,0.05,5,No,5,VIP10,172.16,163.55,86.98,76.57,bundle bundle reorder coupon coupon upgrade bundle upgrade
ORD0039294,43370,2024-09-21 14:00:00,Midwest,Web,Home,Clearance,Ava,6,23.54,0.0,5,No,1,NONE,141.24,141.24,89.56,51.68,damaged priority gift late priority gift gift gift upgrade
ORD0018328,22239,2024-03-12 04:00:00,West,Retail,Groceries,Core,Liam,7,37.78,0.2,2,No,4,BFCM,264.46,211.57,162.8,48.77,gift premium priority bundle premium coupon reorder late late gift
ORD0037812,22791,2024-05-05 09:00:00,West,Marketplace,Outdoor,Core,Emma,8,61.96,0.0,3,No,5,WELCOME,495.68,495.68,357.61,138.07,premium bundle late upgrade priority premium upgrade upgrade late bundle priority late
ORD0006275,84115,2024-07-30 19:00:00,South,Mobile,Groceries,Core,Ava,5,31.1,0.05,2,No,5,NONE,155.5,147.72,80.55,67.17,coupon holiday damaged damaged bundle reorder
ORD0022871,75392,2024-02-08 05:00:00,South,Mobile,Beauty,Core,Sophia,5,48.28,0.15,4,No,5,WELCOME,241.4,205.19,117.21,87.98,holiday reorder upgrade bundle reorder damaged holiday late late late holiday
ORD0023989,25975,2024-12-01 00:00:00,West,Mobile,Toys,Core,Emma,6,23.73,0.1,3,No,4,NONE,142.38,128.14,84.38,43.76,reorder upgrade damaged damaged damaged coupon priority gift damaged bundle premium
ORD0012591,31603,2024-07-07 07:00:00,Northeast,Web,Groceries,Core,Liam,1,63.82,0.0,4,No,4,WELCOME,63.82,63.82,31.81,32.01,upgrade upgrade bundle reorder damaged holiday
ORD0034568,18455,2024-09-13 14:00:00,South,Web,Toys,Premium,Lucas,3,35.75,0.0,4,No,4,NONE,107.25,107.25,83.39,23.86,damaged holiday premium damaged gift premium coupon reorder gift
ORD0006349,62725,2024-06-25 11:00:00,Midwest,Mobile,Beauty,Core,Emma,6,21.01,0.0,3,No,5,WELCOME,126.06,126.06,66.43,59.63,holiday damaged premium premium priority upgrade premium premium premium priority
ORD0029426,19706,2024-11-16 16:00:00,West,Web,Apparel,Core,Lucas,8,26.81,0.1,3,Yes,5,SPRING24,214.48,193.03,147.07,45.96,late late bundle upgrade priority coupon reorder bundle late upgrade
ORD0035785,80590,2024-09-29 05:00:00,Northeast,Mobile,Home,Premium,Ava,5,28.05,0.15,5,No,3,WELCOME,140.25,119.21,97.26,21.95,upgrade premium premium upgrade coupon premium bundle
ORD0017094,24511,2024-11-25 17:00:00,South,Mobile,Apparel,Core,James,4,21.4,0.2,3,No,4,VIP10,85.6,68.48,51.93,16.55,upgrade reorder reorder late reorder bundle
ORD0013805,68812,2024-05-04 02:00:00,Midwest,Web,Beauty,Core,Noah,3,15.16,0.0,1,No,4,SPRING24,45.48,45.48,31.9,13.58,upgrade damaged reorder late late reorder late premium holiday premium
ORD0028291,39900,2024-07-07 13:00:00,South,Mobile,Beauty,Core,Ava,6,73.43,0.2,2,No,5,WELCOME,440.58,352.46,231.54,120.92,gift upgrade late late premium damaged premium
ORD0016174,72139,2024-08-09 08:00:00,West,Mobile,Apparel,Core,Emma,4,27.03,0.15,4,No,4,BFCM,108.12,91.9,59.2,32.7,premium coupon premium upgrade coupon
ORD0027911,56289,2024-05-20 06:00:00,South,Mobile,Home,Core,Emma,8,28.93,0.15,2,No,2,WELCOME,231.44,196.72,94.54,102.18,bundle reorder reorder bundle damaged reorder
ORD0041546,57038,2024-10-31 02:00:00,South,Web,Electronics,Seasonal,James,2,53.97,0.15,3,No,4,NONE,107.94,91.75,72.83,18.92,coupon coupon upgrade damaged coupon late coupon reorder damaged damaged reorder premium
ORD0025598,49852,2024-12-23 22:00:00,South,Web,Toys,Premium,Noah,2,38.71,0.05,3,No,5,NONE,77.42,73.55,54.45,19.1,premium priority upgrade holiday priority premium bundle damaged reorder
ORD0039990,54835,2024-01-08 06:00:00,West,Mobile,Beauty,Seasonal,Liam,3,26.01,0.15,2,No,4,NONE,78.03,66.33,53.41,12.92,holiday gift gift gift coupon
ORD0028663,63690,2024-03-08 01:00:00,Midwest,Web,Toys,Clearance,Maya,1,20.56,0.0,2,No,4,NONE,20.56,20.56,10.29,10.27,premium coupon coupon coupon coupon
ORD0041682,67344,2024-09-21 11:00:00,Northeast,Retail,Beauty,Clearance,Liam,2,24.33,0.05,2,No,1,NONE,48.66,46.23,27.45,18.78,holiday premium holiday premium premium bundle reorder
ORD0017161,53699,2024-03-18 11:00:00,West,Retail,Apparel,Core,Sophia,2,40.32,0.0,2,No,5,NONE,80.64,80.64,40.39,40.25,damaged priority holiday priority reorder late late coupon damaged premium late
ORD0041532,80214,2024-07-14 23:00:00,South,Web,Beauty,Clearance,James,6,47.26,0.0,2,No,1,NONE,283.56,283.56,176.49,107.07,bundle priority gift coupon upgrade late reorder damaged holiday coupon premium late
ORD0021757,67676,2024-05-20 16:00:00,West,Web,Groceries,Core,Ava,6,18.6,0.05,2,No,4,NONE,111.6,106.02,79.79,26.23,priority premium bundle premium reorder coupon
ORD0011437,62016,2024-04-09 05:00:00,Midwest,Web,Groceries,Clearance,Emma,4,40.83,0.0,4,No,5,SPRING24,163.32,163.32,86.5,76.82,damaged priority gift coupon priority upgrade reorder reorder bundle damaged
ORD0007319,23099,2024-02-02 06:00:00,Midwest,Retail,Outdoor,Seasonal,Noah,6,66.44,0.1,2,No,5,NONE,398.64,358.78,237.66,121.12,late late gift late gift
ORD0015641,26166,2024-04-05 20:00:00,Midwest,Mobile,Beauty,Seasonal,Maya,5,46.98,0.0,2,No,4,NONE,234.9,234.9,116.93,117.97,holiday holiday holiday damaged priority late holiday late gift
ORD0010257,42573,2024-11-26 15:00:00,Midwest,Web,Electronics,Core,Liam,1,76.0,0.0,4,Yes,3,VIP10,76.0,76.0,40.75,35.25,damaged premium holiday premium bundle holiday holiday upgrade
ORD0016827,13267,2024-06-08 20:00:00,South,Marketplace,Outdoor,Premium,Noah,8,20.52,0.2,3,No,3,NONE,164.16,131.33,89.08,42.25,late upgrade upgrade premium reorder holiday late priority bundle reorder reorder
ORD0015456,18365,2024-10-28 21:00:00,South,Web,Outdoor,Core,Sophia,5,47.07,0.1,3,Yes,5,WELCOME,235.35,211.82,124.88,86.94,gift priority damaged reorder bundle late priority
ORD0006486,62898,2024-11-20 20:00:00,Northeast,Mobile,Outdoor,Core,James,7,12.45,0.0,2,No,4,SPRING24,87.15,87.15,46.38,40.77,upgrade premium damaged gift premium holiday coupon premium holiday reorder
ORD0033967,79968,2024-08-31 23:00:00,South,Web,Beauty,Premium,James,6,26.03,0.0,4,No,4,NONE,156.18,156.18,84.74,71.44,holiday damaged reorder damaged premium holiday coupon gift
ORD0022004,35199,2024-05-09 14:00:00,Northeast,Retail,Outdoor,Seasonal,Liam,2,20.56,0.05,5,No,2,SPRING24,41.12,39.06,18.44,20.62,holiday bundle priority bundle bundle bundle
ORD0006744,97443,2024-04-05 02:00:00,Midwest,Mobile,Outdoor,Seasonal,Liam,3,54.88,0.15,3,No,3,NONE,164.64,139.94,104.65,35.29,holiday bundle late upgrade priority late coupon damaged late premium damaged holiday
ORD0039219,24770,2024-07-31 13:00:00,West,Mobile,Groceries,Core,Emma,5,16.39,0.0,4,No,4,NONE,81.95,81.95,46.32,35.63,damaged holiday holiday upgrade coupon bundle bundle gift premium upgrade
ORD0026288,91446,2024-08-01 01:00:00,Midwest,Marketplace,Apparel,Premium,Ava,2,23.3,0.0,6,No,4,VIP10,46.6,46.6,28.95,17.65,gift late late upgrade upgrade coupon priority damaged
ORD0012681,60971,2024-11-05 07:00:00,South,Web,Beauty,Clearance,Noah,1,41.65,0.0,3,No,2,NONE,41.65,41.65,19.8,21.85,gift holiday reorder bundle reorder upgrade bundle late damaged premium
ORD0027588,28437,2024-01-18 09:00:00,Midwest,Web,Electronics,Premium,Maya,4,55.15,0.15,2,No,4,WELCOME,220.6,187.51,117.78,69.73,late premium damaged coupon gift reorder premium priority holiday premium late
ORD0020549,63720,2024-08-26 15:00:00,Midwest,Mobile,Apparel,Core,Maya,4,46.52,0.0,2,No,4,SPRING24,186.08,186.08,114.31,71.77,holiday coupon bundle holiday bundle premium late upgrade coupon bundle priority late
ORD0031895,47640,2024-08-27 19:00:00,South,Web,Toys,Core,Ava,1,87.35,0.2,5,Yes,3,SPRING24,87.35,69.88,41.21,28.67,coupon damaged bundle late holiday reorder premium
ORD0012930,17516,2024-04-05 03:00:00,South,Mobile,Home,Core,Maya,1,95.14,0.0,4,No,4,BFCM,95.14,95.14,52.14,43.0,reorder priority coupon premium upgrade coupon premium damaged
ORD0035244,96098,2024-11-06 10:00:00,South,Web,Groceries,Premium,Emma,3,49.41,0.2,2,No,5,NONE,148.23,118.58,73.88,44.7,upgrade bundle bundle upgrade reorder
ORD0038467,58184,2024-05-19 17:00:00,Northeast,Mobile,Toys,Clearance,James,1,47.78,0.15,1,No,3,NONE,47.78,40.61,25.4,15.21,holiday reorder damaged bundle late
ORD0006953,12326,2024-09-16 00:00:00,South,Web,Electronics,Core,Noah,1,159.8,0.0,2,No,4,NONE,159.8,159.8,80.65,79.15,gift late priority upgrade late upgrade premium holiday late upgrade
ORD0007070,32673,2024-10-02 12:00:00,Northeast,Web,Beauty,Core,Ava,4,12.56,0.05,3,No,5,WELCOME,50.24,47.73,29.06,18.67,coupon premium coupon reorder bundle premium coupon holiday
ORD0011967,74426,2024-11-30 06:00:00,Northeast,Marketplace,Groceries,Premium,Emma,3,17.9,0.1,3,No,3,NONE,53.7,48.33,35.02,13.31,bundle holiday reorder late priority damaged upgrade upgrade damaged priority
ORD0013249,80365,2024-02-01 06:00:00,Midwest,Web,Apparel,Premium,Sophia,3,38.65,0.0,4,No,3,WELCOME,115.95,115.95,77.07,38.88,holiday premium reorder premium late priority late damaged gift
ORD0040981,71717,2024-06-01 12:00:00,Midwest,Web,Home,Seasonal,Noah,6,34.85,0.1,2,No,4,NONE,209.1,188.19,122.99,65.2,coupon upgrade holiday priority gift late holiday holiday
ORD0034020,22216,2024-10-16 07:00:00,Midwest,Web,Outdoor,Premium,James,2,35.99,0.05,2,No,4,NONE,71.98,68.38,33.44,34.94,priority upgrade priority holiday holiday reorder late premium coupon priority upgrade
ORD0040130,34587,2024-03-22 16:00:00,Midwest,Web,Groceries,Clearance,James,7,46.46,0.0,2,Yes,5,NONE,325.22,325.22,190.43,134.79,late reorder upgrade holiday gift priority damaged gift priority upgrade
ORD0007647,77883,2024-03-06 13:00:00,West,Web,Beauty,Core,Liam,7,24.04,0.05,3,No,5,VIP10,168.28,159.87,117.24,42.63,late holiday coupon premium damaged late gift damaged
ORD0029739,66994,2024-05-05 05:00:00,Midwest,Mobile,Toys,Premium,Liam,8,23.25,0.15,6,No,3,WELCOME,186.0,158.1,123.39,34.71,priority late bundle reorder upgrade
ORD0007194,20811,2024-02-27 12:00:00,West,Marketplace,Beauty,Core,Sophia,8,19.85,0.2,4,No,3,NONE,158.8,127.04,101.12,25.92,premium coupon reorder late premium
ORD0027675,40888,2024-01-31 18:00:00,South,Web,Outdoor,Premium,Lucas,5,29.53,0.2,6,No,4,NONE,147.65,118.12,73.07,45.05,bundle damaged late coupon gift reorder coupon coupon priority
ORD0041979,32604,2024-11-17 10:00:00,Northeast,Web,Beauty,Core,Maya,6,34.32,0.0,1,No,4,BFCM,205.92,205.92,132.73,73.19,priority coupon damaged priority upgrade upgrade damaged upgrade late
ORD0037891,93866,2024-01-09 13:00:00,Northeast,Retail,Home,Core,Ava,8,34.08,0.1,3,No,3,WELCOME,272.64,245.38,193.5,51.88,bundle upgrade premium upgrade priority bundle holiday holiday coupon coupon
ORD0016466,68500,2024-08-05 01:00:00,West,Web,Home,Premium,Noah,3,144.85,0.1,3,No,5,NONE,434.55,391.1,257.36,133.74,upgrade reorder gift late upgrade gift
ORD0020001,60202,2024-11-17 18:00:00,Midwest,Mobile,Electronics,Premium,Sophia,2,17.33,0.0,4,No,4,NONE,34.66,34.66,16.71,17.95,upgrade premium gift upgrade priority premium premium priority gift priority
ORD0019028,21229,2024-12-13 14:00:00,Northeast,Marketplace,Electronics,Premium,James,4,25.36,0.0,3,No,2,NONE,101.44,101.44,57.71,43.73,gift damaged reorder late bundle
ORD0036186,42073,2024-05-15 03:00:00,Northeast,Web,Groceries,Seasonal,Ava,6,40.93,0.0,3,No,4,WELCOME,245.58,245.58,132.44,113.14,coupon holiday priority damaged late gift
ORD0016014,48091,2024-04-14 07:00:00,Midwest,Web,Apparel,Seasonal,Ava,5,25.96,0.0,4,No,4,NONE,129.8,129.8,102.84,26.96,premium holiday premium late priority reorder coupon coupon holiday gift reorder
